name,category,rarity,value,capacity,how_to_get,icon
Hyper Draco. Scale,Hyper,6,2000,99,"High-rank Hyper Deviljho, Gold Rathian, Gore Magala, or Silver Rathalos quests",https://static.wikia.nocookie.net/monsterhunter/images/e/e7/FourthGen-Scale_Icon_Dark_Purple.png
Hyper Draco. Scale+,Hyper,8,6000,99,"G-rank Hyper Deviljho, Gold Rathian, Gore Magala, or Silver Rathalos quests",https://static.wikia.nocookie.net/monsterhunter/images/0/09/FourthGen-Scale_Icon_Dark_Red.png
Hyper Toxin,Hyper,6,1500,99,"High-rank Hyper Gypceros, Rathalos, Rathian, Gold Rathian, or Yian Garuga quests",https://static.wikia.nocookie.net/monsterhunter/images/3/35/FourthGen-Medicine_Icon_Dark_Purple.png
Hyper Potent Toxin,Hyper,8,4500,99,"G-rank Hyper Basarios, Gypceros, Nerscylla, Rathalos, Rathian, Gold Rathian, or Yian Garuga quests",https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png
Hyper Paratoxin,Hyper,6,1500,99,High-rank Hyper Najarala quests,https://static.wikia.nocookie.net/monsterhunter/images/3/35/FourthGen-Medicine_Icon_Dark_Purple.png
Hyper Potent Paratoxin,Hyper,8,4500,99,G-rank Hyper Najarala quests,https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png
Hyper Sleep Sac,Hyper,6,1500,99,High-rank Hyper Malfestio quests,https://static.wikia.nocookie.net/monsterhunter/images/c/cf/FourthGen-Sac_Icon_Dark_Purple.png
Hyper Torpor Sac,Hyper,8,4500,99,"G-rank Hyper Malfestio, Gravios, or Nerscylla quests",https://static.wikia.nocookie.net/monsterhunter/images/a/a3/FourthGen-Sac_Icon_Dark_Red.png
Hyper Narcotoxin,Hyper,6,1500,99,High-rank Hyper Plesioth or Uragaan quests,https://static.wikia.nocookie.net/monsterhunter/images/3/35/FourthGen-Medicine_Icon_Dark_Purple.png
Hyper Potent Narcotoxin,Hyper,8,4500,99,G-rank Hyper Plesioth or Uragaan quests,https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png
Hyper Catalyst,Hyper,6,2000,99,High-rank Hyper Brachydios quests,https://static.wikia.nocookie.net/monsterhunter/images/3/35/FourthGen-Medicine_Icon_Dark_Purple.png
Hyper Catalyst+,Hyper,8,6000,99,G-rank Hyper Brachydios quests,https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png
Khezu Coin,Coins & Tickets,4,300,99,"Reward from Arena Quest ""Grudge Match: Khezu""",https://static.wikia.nocookie.net/monsterhunter/images/2/2c/MH4G-Coin_Icon_White.png
Najarala Coin,Coins & Tickets,4,400,99,"Reward from Arena Quest ""Grudge Match: Najarala""",https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Coin_Icon_Brown.png
Rathalos Coin,Coins & Tickets,4,500,99,"Reward from Arena Quest ""Grudge Match: Rathalos""",https://static.wikia.nocookie.net/monsterhunter/images/2/29/MH4G-Coin_Icon_Red.png
Kecha Coin,Coins & Tickets,6,800,99,"Reward from Arena Quest ""Grudge Match: Kecha Wacha""",https://static.wikia.nocookie.net/monsterhunter/images/6/69/MH4G-Coin_Icon_Orange.png
Plesioth Coin,Coins & Tickets,6,900,99,"Reward from Arena Quest ""Grudge Match: Plesioth""",https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Coin_Icon_Blue.png
Brachydios Coin,Coins & Tickets,6,1000,99,"Reward from Arena Quest ""Grudge Match: Brachydios""",https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Coin_Icon_Blue.png
Gypceros Coin,Coins & Tickets,4,300,99,"Reward from Arena Quest ""Grudge Match: Gypceros""",https://static.wikia.nocookie.net/monsterhunter/images/a/a4/MH4G-Coin_Icon_Blue.png
Drome Coin,Coins & Tickets,6,900,99,"Reward from Arena Quest ""Grudge Match: Bird Wyverns""",https://static.wikia.nocookie.net/monsterhunter/images/a/a6/MH4G-Coin_Icon_Green.png
Garuga Coin,Coins & Tickets,8,1500,99,"Reward from Arena Quest ""Grudge Match: Yian Garuga""",https://static.wikia.nocookie.net/monsterhunter/images/6/6f/MH4G-Coin_Icon_Purple.png
Uragaan Coin,Coins & Tickets,8,1700,99,"Reward from Arena Quest ""Grudge Match: Uragaan""",https://static.wikia.nocookie.net/monsterhunter/images/2/27/MH4G-Coin_Icon_Brown.png
Seregios Coin,Coins & Tickets,8,1900,99,"Reward from Arena Quest ""Grudge Match: Seregios""",https://static.wikia.nocookie.net/monsterhunter/images/0/00/MH4G-Coin_Icon_Yellow.png
Tetsucabra Coin,Coins & Tickets,8,600,99,"Reward from Arena Quest ""Grudge Match: Tetsucabra""",https://static.wikia.nocookie.net/monsterhunter/images/2/29/MH4G-Coin_Icon_Red.png
Congalala Coin,Coins & Tickets,8,300,99,"Reward from Arena Quest ""Grudge Match: Congalala""",https://static.wikia.nocookie.net/monsterhunter/images/4/47/MH4G-Coin_Icon_Pink.png
Horns Coin,Coins & Tickets,8,0,99,Reward from G-rank quests,https://static.wikia.nocookie.net/monsterhunter/images/6/6f/MH4G-Coin_Icon_Purple.png
Voucher,Coins & Tickets,4,500,99,Reward from eating at the Canteen,https://static.wikia.nocookie.net/monsterhunter/images/e/e9/MH4G-Meal_Ticket_Icon_White.png
Gourmet Voucher,Coins & Tickets,5,1000,99,Reward from eating at the Canteen,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Meal_Ticket_Icon_Yellow.png
Commendation,Coins & Tickets,4,0,99,Reward from some Low-rank and High-rank Elder Dragon and multi-monster quests,https://static.wikia.nocookie.net/monsterhunter/images/f/f9/MH4G-Ticket_Icon_Orange.png
Commendation G,Coins & Tickets,5,0,99,Reward from some High-rank and G-rank Elder Dragon and multi-monster quests,https://static.wikia.nocookie.net/monsterhunter/images/f/f9/MH4G-Ticket_Icon_Orange.png
Commendation XX,Coins & Tickets,8,0,99,Reward from some G-rank Elder Dragon and multi-monster quests,https://static.wikia.nocookie.net/monsterhunter/images/f/f9/MH4G-Ticket_Icon_Orange.png
Accolade,Coins & Tickets,4,0,99,Reward from some Low-rank and High-rank multi-monster quests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Accolade G,Coins & Tickets,5,0,99,Reward from some High-rank and G-rank multi-monster and Elder Dragon quests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Accolade XX,Coins & Tickets,8,0,99,Reward from some G-rank Elder Dragon and multi-monster quests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Distinction,Coins & Tickets,9,0,99,Reward from G4 single-monster (non-Elder Dragon) quests,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Privilege,Coins & Tickets,8,0,99,Horns Coins Exchange (HR 11 required),https://static.wikia.nocookie.net/monsterhunter/images/7/75/MH4G-Ticket_Icon_Dark_Green.png
Privilege G,Coins & Tickets,9,0,99,Horns Coins Exchange (HR break required),https://static.wikia.nocookie.net/monsterhunter/images/7/75/MH4G-Ticket_Icon_Dark_Green.png
Triumph,Coins & Tickets,9,0,99,"G-rank Nakarkos, Akantor, Ukanlos, Amatsu, Alatreon, Fatalis, Crimson Fatalis, and White Fatalis quests",https://static.wikia.nocookie.net/monsterhunter/images/f/f9/MH4G-Ticket_Icon_Orange.png
Pawprint Stamp,Coins & Tickets,5,0,99,Shiny drop from Felyne and Melynx,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Pawprint Ticket,Coins & Tickets,8,0,99,Shiny drop from G-rank Felyne and Melynx,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Bherna Ticket,Coins & Tickets,5,0,99,Reward from Bherna Elder for completing Bherna Village requests,https://static.wikia.nocookie.net/monsterhunter/images/9/9b/MH4G-Ticket_Icon_Light_Green.png
Bherna Ticket G,Coins & Tickets,8,0,99,Reward from Bherna Elder for completing G-rank Bherna Village requests,https://static.wikia.nocookie.net/monsterhunter/images/9/9b/MH4G-Ticket_Icon_Light_Green.png
Kokoto Ticket,Coins & Tickets,5,0,99,Reward from Kokoto Elder for completing Kokoto Village requests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Kokoto Ticket G,Coins & Tickets,8,0,99,Reward from Kokoto Elder for completing G-rank Kokoto Village requests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Pokke Ticket,Coins & Tickets,5,0,99,Reward from Pokke Elder for completing Pokke Village requests,https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
Pokke Ticket G,Coins & Tickets,8,0,99,Reward from Pokke Elder for completing G-rank Pokke Village requests,https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
Yukumo Ticket,Coins & Tickets,5,0,99,Reward from Yukumo Elder for completing Yukumo Village requests,https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Yukumo Ticket G,Coins & Tickets,8,0,99,Reward from Yukumo Elder for completing G-rank Yukumo Village requests,https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Wycademy Ticket,Coins & Tickets,5,0,99,Reward from Chief Researcher for hunting Gold Crown-sized monsters,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Wycademy Ticket G,Coins & Tickets,8,0,99,Reward from Chief Researcher for completing G-rank quests,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Soaratorium Ticket,Coins & Tickets,7,0,99,Reward from Wyventurer for completing High-rank village quests,https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
Pub Ticket,Coins & Tickets,8,0,99,Reward from Pub Manager for completing certain G-rank quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1e/MH4G-Ticket_Icon_Purple.png
Palico Ticket,Coins & Tickets,5,0,99,Reward for using Palicos in quests,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Palico Ticket G,Coins & Tickets,8,0,99,Reward for using Palicos in G-rank quests,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Airship Ticket,Coins & Tickets,5,0,99,Reward for completing quests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Airship Ticket G,Coins & Tickets,8,0,99,Reward for completing G-rank quests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Bistro Ticket,Coins & Tickets,5,0,99,Reward from Felyne Chefs for eating at the Canteen,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Meal_Ticket_Icon_Yellow.png
Bistro Ticket G,Coins & Tickets,8,0,99,Reward from Gourmew Chef for eating at the Canteen,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Meal_Ticket_Icon_Yellow.png
Trade Ticket,Coins & Tickets,5,0,99,"Reward from Neko (Means ""Cat"") for using the Trader",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Footbath Ticket,Coins & Tickets,5,0,99,Reward from Bath Cattendant for completing requests from Yukumo Village footbath visitors,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Bronze Guild Ticket,Coins & Tickets,5,0,99,Reward from quests given by Guild Managers,https://static.wikia.nocookie.net/monsterhunter/images/c/ce/MH4G-Ticket_Icon_Brown.png
Gold Guild Ticket,Coins & Tickets,8,0,99,Reward from some G-rank multi-monster quests,https://static.wikia.nocookie.net/monsterhunter/images/c/ce/MH4G-Ticket_Icon_Brown.png
Blackbelt Ticket,Coins & Tickets,4,0,99,Reward from Low-rank Arena Quests,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
Expert Ticket,Coins & Tickets,5,0,99,Reward from High-rank Arena Quests,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
Expert Ticket G,Coins & Tickets,8,0,99,Reward from G-rank Arena Quests,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
Legend Ticket,Coins & Tickets,6,0,99,Reward from High-rank Arena Quests,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
Legend Ticket G,Coins & Tickets,9,0,99,Reward from G-rank Arena Quests,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
VE Ticket,Coins & Tickets,4,0,99,Reward for accumulating HR Points,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
VE Deluxe Ticket,Coins & Tickets,4,0,99,Reward for accumulating HR Points,https://static.wikia.nocookie.net/monsterhunter/images/5/5e/MH4G-Ticket_Icon_Green.png
VE Bronze Ticket,Coins & Tickets,4,0,99,Reward for Raising the Unity Level on your Guild Card,https://static.wikia.nocookie.net/monsterhunter/images/9/9b/MH4G-Ticket_Icon_Grey.png
VE Silver Ticket,Coins & Tickets,4,0,99,Reward for Raising the Unity Level on your Guild Card,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
VE Golden Ticket,Coins & Tickets,4,0,99,Reward for Raising the Unity Level on your Guild Card,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
VE Cosmic Ticket,Coins & Tickets,4,0,99,Reward for Raising the Unity Level on your Guild Card,https://static.wikia.nocookie.net/monsterhunter/images/3/35/MH4G-Ticket_Icon_Light_Blue.png
EX Rathalos Ticket EX,Coins & Tickets,6,0,99,"Reward from Village Quest ""Advanced: Invoking Rath""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
EX Rathalos Ticket S EX,Coins & Tickets,7,0,99,"Reward from Hub Quest ""Wyverns All Around Us""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
EX Lavasioth Ticket EX,Coins & Tickets,6,0,99,"Reward from Hub Quest ""The Magma's Rage""",https://static.wikia.nocookie.net/monsterhunter/images/9/9b/MH4G-Ticket_Icon_Grey.png
EX Tigrex Ticket EX,Coins & Tickets,6,0,99,"Reward from Hub Quest ""Tigrex, Tigrex, Burning Bright""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
EX Tigrex Ticket S EX,Coins & Tickets,7,0,99,"Reward from Village Quest ""Advanced: Seismic Scares""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
EX Zinogre Ticket EX,Coins & Tickets,6,0,99,"Reward from Hub Quest ""The Wolf and the Footbath""",https://static.wikia.nocookie.net/monsterhunter/images/6/66/MH4G-Ticket_Icon_Teal.png
EX Brachydios Ticket EX,Coins & Tickets,6,0,99,"Reward from Hub Quest ""Steam and Smoke""",https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
EX Gore Magala Ticket EX,Coins & Tickets,6,0,99,"Reward from Hub Quest ""Watch Your Steppe""",https://static.wikia.nocookie.net/monsterhunter/images/9/9b/MH4G-Ticket_Icon_Grey.png
EX S.Magala Ticket EX,Coins & Tickets,7,0,99,"Reward from Village Quest ""Advanced: Nothing is Sacred""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
EX Daora Ticket EX,Coins & Tickets,7,0,99,"Reward from Event Quest ""The Steel Vanguard""",https://static.wikia.nocookie.net/monsterhunter/images/9/9b/MH4G-Ticket_Icon_Grey.png
EX Chameleos Ticket EX,Coins & Tickets,7,0,99,"Reward from Event Quest ""The Formless One""",https://static.wikia.nocookie.net/monsterhunter/images/1/1e/MH4G-Ticket_Icon_Purple.png
EX Teostra Ticket EX,Coins & Tickets,7,0,99,"Reward from Event Quest ""The Exploding Flame King""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
EX G.Rathian Ticket EX,Coins & Tickets,7,0,99,"Reward from Event Quest ""Moonlit Tryst""",https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
EX S.Rathalos Ticket EX,Coins & Tickets,7,0,99,"Reward from Event Quest ""Moonlit Tryst""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
EX Congalala Ticket EX,Coins & Tickets,8,0,99,"Reward from Hub Quest ""Interruption: Conga Line""",https://static.wikia.nocookie.net/monsterhunter/images/1/19/MH4G-Ticket_Icon_Pink.png
EX Lao-Shan Lung Ticket EX,Coins & Tickets,9,0,99,"Reward from Hub Quest ""Material Old Girl""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
EX Lao-Shan Lung Ticket S EX,Coins & Tickets,9,0,99,"Reward from Event Quest ""Lao-Shan Lung Time No See""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
EX C.Fatalis Ticket EX,Coins & Tickets,9,0,99,"Reward from Event Quest ""To Slay a Legend""",https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
EX Old Fatalis Ticket EX,Coins & Tickets,9,0,99,"Reward from Event Quest ""Defy the Prophecy""",https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Hyper Hunter I,Coins & Tickets,6,0,99,Reward from 6★ Hyper Monster quests,https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Ticket_Icon_Dark_Purple.png
Hyper Hunter II,Coins & Tickets,6,0,99,Reward from 7★ Hyper Monster quests,https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Ticket_Icon_Dark_Purple.png
Hyper Hunter III,Coins & Tickets,6,0,99,Reward from 7★ Hyper Monster marathon and 6★ Threat Level Hyper Monster quests,https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Ticket_Icon_Dark_Purple.png
Hyper Hunter IV,Coins & Tickets,8,0,99,Reward from G2 Hyper Monster quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Hyper Hunter V,Coins & Tickets,8,0,99,Reward from G3 Hyper Monster quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Hyper Hunter VI,Coins & Tickets,8,0,99,Reward from G4 Hyper Monster quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Redhelm Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Redhelm Arzuros Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/b/b3/MH4G-Ticket_Icon_Red.png
Snowbaron Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Snowbaron Lagombi Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/c/ce/MH4G-Ticket_Icon_Brown.png
Stonefist Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Stonefist Hermitaur Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Dreadqueen Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Dreadqueen Rathian Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1e/MH4G-Ticket_Icon_Purple.png
Drilltusk Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Drilltusk Tetsucabra Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Silverwind Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Silverwind Nargacuga Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/8/8a/FourthGen-Ticket_Icon_Dark_Blue.png
Crystalbeard Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Crystalbeard Uragaan Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/c/ce/MH4G-Ticket_Icon_Brown.png
Deadeye Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Deadeye Yian Garuga Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/c/cb/FourthGen-Ticket_Icon_Dark_Purple.png
Dreadking Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Dreadking Rathalos Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Thunderlord Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Thunderlord Zinogre Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/a/af/MH4G-Ticket_Icon_Yellow.png
Grimclaw Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Grimclaw Tigrex Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Hellblade Hunter I - XV -15,Coins & Tickets,6-8,0,99,Reward from Hellblade Glavenus Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Nightcloak Hunter I - V -,Coins & Tickets,8,0,99,Reward from Nightcloak Malfestio Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/8/8a/FourthGen-Ticket_Icon_Dark_Blue.png
Rustrazor Hunter I - V -,Coins & Tickets,8,0,99,Reward from Rustrazor Ceanataur Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/9/99/MH4G-Ticket_Icon_Blue.png
Soulseer Hunter I - V -,Coins & Tickets,8,0,99,Reward from Soulseer Mizutsune Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Boltreaver Hunter I - V -,Coins & Tickets,8,0,99,Reward from Boltreaver Astalos Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/6/66/MH4G-Ticket_Icon_Teal.png
Elderfrost Hunter I - V -,Coins & Tickets,8,0,99,Reward from Elderfrost Gammoth Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Bloodbath Hunter I - V -,Coins & Tickets,8,0,99,Reward from Bloodbath Diablos Special Permit Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1c/FourthGen-Ticket_Icon_Dark_Red.png
Map,Supply,1,0,1,Always in supply box,https://static.wikia.nocookie.net/monsterhunter/images/5/53/MH4G-Map_Icon_White.png
First-aid Med,Supply,1,0,10,"Supply Box or gathering in Arena, Slayground, or Moat Arena or shiny drop from Felyne",https://static.wikia.nocookie.net/monsterhunter/images/9/90/MH4G-Medicine_Icon_Green.png
First-aid Med+,Supply,2,0,10,"Combine Honey and First-aid Med or Supply Box in G-rank quests and high-end High-rank quests or gathering in Arena, Slayground, or Moat Arena",https://static.wikia.nocookie.net/monsterhunter/images/9/90/MH4G-Medicine_Icon_Green.png
Ration,Supply,1,0,10,"Supply Box or gathering in Arena, Slayground, or Moat Arena, also a Melynx Shiny Drop",https://static.wikia.nocookie.net/monsterhunter/images/e/ea/MH4G-Meat_Icon_Orange.png
Portable Spit,Supply,1,0,1,Supply Box during the tutorial quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-BBQ_Icon_Orange.png
Mini Whetstone,Supply,1,0,10,"Supply Box or gathering in Arena, Slayground, or Moat Arena",https://static.wikia.nocookie.net/monsterhunter/images/f/f3/MH4G-Whetstone_Icon_Yellow.png
EZ Max Potion,Supply,2,0,3,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Sac_Icon_Blue.png
EZ Lifepowder,Supply,2,0,2,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Sac_Icon_Blue.png
EZ Dust of Life,Supply,3,0,2,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/e/e1/MH4G-Sac_Icon_Teal.png
EZ Hunter's Drink,Supply,3,0,3,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/f/fb/FourthGen-Medicine_Icon_Dark_Red.png
EZ Flash Bomb,Supply,2,0,1,"Supply Box or gathering in Arena, Slayground, or Moat Arena, also a Felyne Shiny Drop",https://static.wikia.nocookie.net/monsterhunter/images/a/ac/MH4G-Ball_Icon_Blue.png
EZ Sonic Bomb,Supply,2,0,1,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/7/7d/MH4G-Ball_Icon_Dark_Green.png
EZ Farcaster,Supply,2,0,1,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/6/6f/MH4G-Smoke_Icon_Green.png
EZ Shock Trap,Supply,3,0,1,"Supply Box or gathering in Arena, Slayground, or Moat Arena, also a Melynx Shiny Drop",https://static.wikia.nocookie.net/monsterhunter/images/7/71/MH4G-Trap_Icon_Purple.png
EZ Pitfall Trap,Supply,3,0,1,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/8/84/MH4G-Trap_Icon_Blue.png
EZ Barrel Bomb L,Supply,3,0,1,"Supply Box during specific Quests, gathering in Arena, Slayground, or Moat Arena",https://static.wikia.nocookie.net/monsterhunter/images/0/0a/MH4G-Bomb_Icon_Blue.png
Anti-dragon Bomb,Supply,3,0,10,Supply Box during specific Quests,https://static.wikia.nocookie.net/monsterhunter/images/2/24/MH4G-Bomb_Icon_Yellow.png
Ballista Ammo,Supply,5,0,10,"Supply Box during specific Quests, gathering in Sacred Pinnacle, Wyvern's End, Fortress, Castle Schrade",https://static.wikia.nocookie.net/monsterhunter/images/e/e2/MH4G-Shot_Icon_Grey.png
One-shot Binder,Supply,3,0,1,"Shiny Drop from Nakarkos, gathering in Castle Schrade",https://static.wikia.nocookie.net/monsterhunter/images/c/cf/MH4G-Shot_Icon_Orange.png
Dense Marcoal,Supply,5,0,1,Supply Box in Fortress,https://static.wikia.nocookie.net/monsterhunter/images/0/00/MH4G-Coin_Icon_Yellow.png
Cannon Ammo,Supply,5,0,1,"Gathering in Fortress and Castle Schrade, supply drop in Forlorn Citadel",https://static.wikia.nocookie.net/monsterhunter/images/e/e2/MH4G-Shot_Icon_Grey.png
Paw Pass Ticket,Supply,5,0,1,Supply Box during Harvest Tour and Gather/Hunt-a-thon Quests,https://static.wikia.nocookie.net/monsterhunter/images/0/01/MH4G-Ticket_Icon_White.png
Throwing Knife,Supply,1,0,5,Gather in Lynian stockpiles or ruined campsites,https://static.wikia.nocookie.net/monsterhunter/images/1/1f/MH4G-Knife_Icon_White.png
Poison Knife,Supply,1,0,5,Combine Throwing Knife and Toadstool,https://static.wikia.nocookie.net/monsterhunter/images/3/32/MH4G-Knife_Icon_Purple.png
Sleep Knife,Supply,1,0,5,Combine Throwing Knife and Sleep herb,https://static.wikia.nocookie.net/monsterhunter/images/c/c9/MH4G-Knife_Icon_Light_Blue.png
Paralysis Knife,Supply,1,0,5,Combine Throwing Knife and Parashroom,https://static.wikia.nocookie.net/monsterhunter/images/c/cc/MH4G-Knife_Icon_Yellow.png
