name,armor_set_id,min_defense,max_defense,fire,ice,thunder,water,dragon,rarity,hunter_type,wearable_by,num_slots
Gore Coat X,1015,73,97,-2,2,-1,3,-2,9,gunner,both,1
Gore Leggings X,1015,73,97,-2,2,-1,3,-2,9,gunner,both,1
Gore Cap GX,1016,75,99,-2,2,-1,3,-2,9,gunner,both,1
Gore Vest GX,1016,75,99,-2,2,-1,3,-2,9,gunner,both,0
Gore Guards GX,1016,75,99,-2,2,-1,3,-2,9,gunner,both,1
Gore Coat GX,1016,75,99,-2,2,-1,3,-2,9,gunner,both,1
Gore Leggings GX,1016,75,99,-2,2,-1,3,-2,9,gunner,both,2
Gore Cap XR,1017,69,93,-2,2,-1,3,-2,9,gunner,both,1
Gore Vest XR,1017,69,93,-2,2,-1,3,-2,9,gunner,both,1
Gore Guards XR,1017,69,93,-2,2,-1,3,-2,9,gunner,both,1
Gore Coat XR,1017,69,93,-2,2,-1,3,-2,9,gunner,both,2
Gore Leggings XR,1017,69,93,-2,2,-1,3,-2,9,gunner,both,1
Regios Cap X,1018,72,96,4,-2,-3,0,0,9,gunner,both,1
Regios Vest X,1018,72,96,4,-2,-3,0,0,9,gunner,both,0
Regios Guards X,1018,72,96,4,-2,-3,0,0,9,gunner,both,1
Regios Coat X,1018,72,96,4,-2,-3,0,0,9,gunner,both,2
Regios Leggings X,1018,72,96,4,-2,-3,0,0,9,gunner,both,1
Duramboros Cap X,1019,75,99,-2,-2,1,2,1,9,gunner,both,1
Duramboros Vest X,1019,75,99,-2,-2,1,2,1,9,gunner,both,1
Duramboros Guards X,1019,75,99,-2,-2,1,2,1,9,gunner,both,1
Duramboros Coat X,1019,75,99,-2,-2,1,2,1,9,gunner,both,2
Duramboros Leggings X,1019,75,99,-2,-2,1,2,1,9,gunner,both,2
Tigrex Cap X,1020,74,98,4,0,-3,0,-2,9,gunner,both,1
Tigrex Vest X,1020,74,98,4,0,-3,0,-2,9,gunner,both,0
Tigrex Guards X,1020,74,98,4,0,-3,0,-2,9,gunner,both,1
Tigrex Coat X,1020,74,98,4,0,-3,0,-2,9,gunner,both,1
Tigrex Leggings X,1020,74,98,4,0,-3,0,-2,9,gunner,both,2
Tigrex Cap GX,1021,75,99,4,0,-3,0,-2,9,gunner,both,1
Tigrex Vest GX,1021,75,99,4,0,-3,0,-2,9,gunner,both,1
Tigrex Guards GX,1021,75,99,4,0,-3,0,-2,9,gunner,both,2
Tigrex Coat GX,1021,75,99,4,0,-3,0,-2,9,gunner,both,1
Tigrex Leggings GX,1021,75,99,4,0,-3,0,-2,9,gunner,both,2
Tigrex Cap XR,1022,72,96,4,0,-3,0,-2,9,gunner,both,1
Tigrex Vest XR,1022,72,96,4,0,-3,0,-2,9,gunner,both,2
Tigrex Guards XR,1022,72,96,4,0,-3,0,-2,9,gunner,both,2
Tigrex Coat XR,1022,72,96,4,0,-3,0,-2,9,gunner,both,1
Tigrex Leggings XR,1022,72,96,4,0,-3,0,-2,9,gunner,both,1
Diablos Cap X,1023,74,98,3,-3,0,0,0,9,gunner,both,1
Diablos Vest X,1023,74,98,3,-3,0,0,0,9,gunner,both,1
Diablos Guards X,1023,74,98,3,-3,0,0,0,9,gunner,both,1
Diablos Coat X,1023,74,98,3,-3,0,0,0,9,gunner,both,1
Diablos Leggings X,1023,74,98,3,-3,0,0,0,9,gunner,both,1
Diablos Cap XR,1024,70,94,3,-3,0,0,0,9,gunner,both,2
Diablos Vest XR,1024,70,94,3,-3,0,0,0,9,gunner,both,1
Diablos Guards XR,1024,70,94,3,-3,0,0,0,9,gunner,both,2
Diablos Coat XR,1024,70,94,3,-3,0,0,0,9,gunner,both,1
Diablos Leggings XR,1024,70,94,3,-3,0,0,0,9,gunner,both,1
Kirin Crest X,1025,74,98,-1,0,4,-1,2,9,gunner,both,1
Kirin Cape X,1025,74,98,-1,0,4,-1,2,9,gunner,both,1
Kirin Gloves X,1025,74,98,-1,0,4,-1,2,9,gunner,both,1
Kirin Shorts X,1025,74,98,-1,0,4,-1,2,9,gunner,both,2
Kirin Boots X,1025,74,98,-1,0,4,-1,2,9,gunner,both,1
Kirin Crest XR,1026,72,96,-1,0,4,-1,2,9,gunner,both,1
Kirin Cape XR,1026,72,96,-1,0,4,-1,2,9,gunner,both,2
Kirin Gloves XR,1026,72,96,-1,0,4,-1,2,9,gunner,both,0
Kirin Shorts XR,1026,72,96,-1,0,4,-1,2,9,gunner,both,1
Kirin Boots XR,1026,72,96,-1,0,4,-1,2,9,gunner,both,2
Brachydios Cap X,1027,75,99,2,-2,0,-3,0,9,gunner,both,0
Brachydios Vest X,1027,75,99,2,-2,0,-3,0,9,gunner,both,2
Brachydios Guards X,1027,75,99,2,-2,0,-3,0,9,gunner,both,1
Brachydios Coat X,1027,75,99,2,-2,0,-3,0,9,gunner,both,1
Brachydios Leggings X,1027,75,99,2,-2,0,-3,0,9,gunner,both,2
Brachydios Cap GX,1028,78,102,2,-2,0,-3,0,9,gunner,both,0
Brachydios Vest GX,1028,78,102,2,-2,0,-3,0,9,gunner,both,2
Brachydios Guards GX,1028,78,102,2,-2,0,-3,0,9,gunner,both,1
Brachydios Coat GX,1028,78,102,2,-2,0,-3,0,9,gunner,both,3
Brachydios Leggings GX,1028,78,102,2,-2,0,-3,0,9,gunner,both,2
Arc Cap X,1029,78,102,-2,2,0,2,-3,9,gunner,male,2
Arc Vest X,1029,78,102,-2,2,0,2,-3,9,gunner,male,1
Arc Guards X,1029,78,102,-2,2,0,2,-3,9,gunner,male,2
Arc Coat X,1029,78,102,-2,2,0,2,-3,9,gunner,male,2
Arc Leggings X,1029,78,102,-2,2,0,2,-3,9,gunner,male,2
Storge Cap X,1030,78,102,-2,2,0,2,-3,9,gunner,female,2
Storge Vest X,1030,78,102,-2,2,0,2,-3,9,gunner,female,1
Storge Guards X,1030,78,102,-2,2,0,2,-3,9,gunner,female,2
Storge Coat X,1030,78,102,-2,2,0,2,-3,9,gunner,female,2
Storge Leggings X,1030,78,102,-2,2,0,2,-3,9,gunner,female,2
Arc Cap GX,1031,79,103,-2,2,0,2,-3,9,gunner,male,2
Arc Vest GX,1031,79,103,-2,2,0,2,-3,9,gunner,male,2
Arc Guards GX,1031,79,103,-2,2,0,2,-3,9,gunner,male,2
Arc Coat GX,1031,79,103,-2,2,0,2,-3,9,gunner,male,2
Arc Leggings GX,1031,79,103,-2,2,0,2,-3,9,gunner,male,2
Storge Cap GX,1032,79,103,-2,2,0,2,-3,9,gunner,female,2
Storge Vest GX,1032,79,103,-2,2,0,2,-3,9,gunner,female,2
Storge Guards GX,1032,79,103,-2,2,0,2,-3,9,gunner,female,2
Storge Coat GX,1032,79,103,-2,2,0,2,-3,9,gunner,female,2
Storge Leggings GX,1032,79,103,-2,2,0,2,-3,9,gunner,female,2
Arc Cap XR,1033,74,98,-2,2,0,2,-3,9,gunner,male,2
Arc Vest XR,1033,74,98,-2,2,0,2,-3,9,gunner,male,1
Arc Guards XR,1033,74,98,-2,2,0,2,-3,9,gunner,male,1
Arc Coat XR,1033,74,98,-2,2,0,2,-3,9,gunner,male,3
Arc Leggings XR,1033,74,98,-2,2,0,2,-3,9,gunner,male,0
Storge Cap XR,1034,74,98,-2,2,0,2,-3,9,gunner,female,2
Storge Vest XR,1034,74,98,-2,2,0,2,-3,9,gunner,female,1
Storge Guards XR,1034,74,98,-2,2,0,2,-3,9,gunner,female,1
Storge Coat XR,1034,74,98,-2,2,0,2,-3,9,gunner,female,3
Storge Leggings XR,1034,74,98,-2,2,0,2,-3,9,gunner,female,0
Valstrax Cap X,1035,80,104,-2,-2,-2,-2,4,9,gunner,both,0
Valstrax Vest X,1035,80,104,-2,-2,-2,-2,4,9,gunner,both,2
Valstrax Guards X,1035,80,104,-2,-2,-2,-2,4,9,gunner,both,2
Valstrax Coat X,1035,80,104,-2,-2,-2,-2,4,9,gunner,both,1
Valstrax Leggings X,1035,80,104,-2,-2,-2,-2,4,9,gunner,both,1
Grand Hermit Mask,1036,72,96,2,-4,3,1,2,9,gunner,both,1
Grand Hermit Robe,1036,72,96,2,-4,3,1,2,9,gunner,both,1
Grand Hermit Arms,1036,72,96,2,-4,3,1,2,9,gunner,both,0
Grand Hermit Belt,1036,72,96,2,-4,3,1,2,9,gunner,both,2
Grand Hermit Feet,1036,72,96,2,-4,3,1,2,9,gunner,both,1
Vangis Cap X,1037,76,100,0,0,-3,0,-4,9,gunner,both,1
Vangis Vest X,1037,76,100,0,0,-3,0,-4,9,gunner,both,0
Vangis Guards X,1037,76,100,0,0,-3,0,-4,9,gunner,both,1
Vangis Coat X,1037,76,100,0,0,-3,0,-4,9,gunner,both,2
Vangis Leggings X,1037,76,100,0,0,-3,0,-4,9,gunner,both,1
Chaos Cap,1038,75,99,-2,2,-1,3,-3,9,gunner,male,1
Chaos Vest,1038,75,99,-2,2,-1,3,-3,9,gunner,male,2
Chaos Guards,1038,75,99,-2,2,-1,3,-3,9,gunner,male,0
Chaos Coat,1038,75,99,-2,2,-1,3,-3,9,gunner,male,0
Chaos Leggings,1038,75,99,-2,2,-1,3,-3,9,gunner,male,2
Nephilim Cap,1039,75,99,-2,2,-1,3,-3,9,gunner,female,1
Nephilim Vest,1039,75,99,-2,2,-1,3,-3,9,gunner,female,2
Nephilim Guards,1039,75,99,-2,2,-1,3,-3,9,gunner,female,0
Nephilim Coat,1039,75,99,-2,2,-1,3,-3,9,gunner,female,0
Nephilim Leggings,1039,75,99,-2,2,-1,3,-3,9,gunner,female,2
Black Belt Cap X,1040,72,96,3,3,3,3,4,9,gunner,both,3
Black Belt Vest X,1040,72,96,3,3,3,3,4,9,gunner,both,0
Black Belt Guards X,1040,72,96,3,3,3,3,4,9,gunner,both,0
Black Belt Coat X,1040,72,96,3,3,3,3,4,9,gunner,both,0
Black Belt Leggings X,1040,72,96,3,3,3,3,4,9,gunner,both,0
Guardian Mask X,1041,75,99,0,0,0,0,0,9,gunner,male,0
Guardian Vest X,1041,75,99,0,0,0,0,0,9,gunner,male,1
Guardian Guards X,1041,75,99,0,0,0,0,0,9,gunner,male,2
Guardian Coat X,1041,75,99,0,0,0,0,0,9,gunner,male,2
Guardian Pants X,1041,75,99,0,0,0,0,0,9,gunner,male,3
Guardian Mask Z,1042,76,100,0,0,0,0,0,9,gunner,male,0
Guardian Vest Z,1042,76,100,0,0,0,0,0,9,gunner,male,1
Guardian Guards Z,1042,76,100,0,0,0,0,0,9,gunner,male,1
Guardian Coat Z,1042,76,100,0,0,0,0,0,9,gunner,male,2
Guardian Pants Z,1042,76,100,0,0,0,0,0,9,gunner,male,2
Blue Guild Mask X,1043,78,102,0,0,0,0,0,9,gunner,male,1
Blue Guild Vest X,1043,78,102,0,0,0,0,0,9,gunner,male,1
Blue Guild Sleeves X,1043,78,102,0,0,0,0,0,9,gunner,male,1
Blue Guild Coat X,1043,78,102,0,0,0,0,0,9,gunner,male,1
Blue Guild Tights X,1043,78,102,0,0,0,0,0,9,gunner,male,2
Blue Guild Piercing X,1044,78,102,0,0,0,0,0,9,gunner,female,1
Blue Guild Vest X,1044,78,102,0,0,0,0,0,9,gunner,female,1
Blue Guild Sleeves X,1044,78,102,0,0,0,0,0,9,gunner,female,1
Blue Guild Coat X,1044,78,102,0,0,0,0,0,9,gunner,female,1
Blue Guild Tights X,1044,78,102,0,0,0,0,0,9,gunner,female,2
Red Guild Mask X,1045,78,102,0,0,0,0,0,9,gunner,male,1
Red Guild Vest X,1045,78,102,0,0,0,0,0,9,gunner,male,1
Red Guild Sleeves X,1045,78,102,0,0,0,0,0,9,gunner,male,2
Red Guild Coat X,1045,78,102,0,0,0,0,0,9,gunner,male,2
Red Guild Tights X,1045,78,102,0,0,0,0,0,9,gunner,male,1
Red Guild Piercing X,1046,78,102,0,0,0,0,0,9,gunner,female,1
Red Guild Vest X,1046,78,102,0,0,0,0,0,9,gunner,female,1
Red Guild Sleeves X,1046,78,102,0,0,0,0,0,9,gunner,female,2
Red Guild Coat X,1046,78,102,0,0,0,0,0,9,gunner,female,2
Red Guild Tights X,1046,78,102,0,0,0,0,0,9,gunner,female,1
Black Face X,1047,74,98,2,3,2,2,-5,9,gunner,both,0
Black Skin X,1047,74,98,2,3,2,2,-5,9,gunner,both,1
Black Fist X,1047,74,98,2,3,2,2,-5,9,gunner,both,0
Black Scale X,1047,74,98,2,3,2,2,-5,9,gunner,both,0
Black Legs X,1047,74,98,2,3,2,2,-5,9,gunner,both,1
Damascus Cap X,1048,72,96,-1,1,-3,2,-1,9,gunner,both,0
Damascus Vest X,1048,72,96,-1,1,-3,2,-1,9,gunner,both,0
Damascus Guards X,1048,72,96,-1,1,-3,2,-1,9,gunner,both,0
Damascus Coat X,1048,72,96,-1,1,-3,2,-1,9,gunner,both,1
Damascus Leggings X,1048,72,96,-1,1,-3,2,-1,9,gunner,both,2
Damascus Cap XR,1049,68,92,-1,1,-3,2,-1,9,gunner,both,1
Damascus Vest XR,1049,68,92,-1,1,-3,2,-1,9,gunner,both,0
Damascus Guards XR,1049,68,92,-1,1,-3,2,-1,9,gunner,both,1
Damascus Coat XR,1049,68,92,-1,1,-3,2,-1,9,gunner,both,1
Damascus Leggings XR,1049,68,92,-1,1,-3,2,-1,9,gunner,both,1
Criminal Face,1050,72,96,-2,1,1,1,1,9,gunner,both,0
Criminal Body,1050,72,96,-2,1,1,1,1,9,gunner,both,0
Criminal Hands,1050,72,96,-2,1,1,1,1,9,gunner,both,0
Criminal Feet,1050,72,96,-2,1,1,1,1,9,gunner,both,0
XX Valstrax Jersey,1051,76,100,0,0,0,0,4,9,gunner,both,0
XX Diablos Jersey,1052,75,99,5,-1,-1,-1,-1,9,gunner,both,0
Kushala Glare X,1052,132,170,-1,3,-2,2,-3,10,blademaster,both,0
Kushala Cista X,1052,132,170,-1,3,-2,2,-3,10,blademaster,both,0
Kushala Grip X,1052,132,170,-1,3,-2,2,-3,10,blademaster,both,2
Kushala Cocoon X,1052,132,170,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Crus X,1052,132,170,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Glare GX,1053,134,172,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Cista GX,1053,134,172,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Grip GX,1053,134,172,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Cocoon GX,1053,134,172,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Crus GX,1053,134,172,-1,3,-2,2,-3,10,blademaster,both,2
Kushala Glare XR,1054,126,164,-1,3,-2,2,-3,10,blademaster,both,0
Kushala Cista XR,1054,126,164,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Grip XR,1054,126,164,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Cocoon XR,1054,126,164,-1,3,-2,2,-3,10,blademaster,both,1
Kushala Crus XR,1054,126,164,-1,3,-2,2,-3,10,blademaster,both,2
Grand Mizuha Cap,1055,124,162,-5,2,0,1,-3,10,blademaster,both,2
Grand Mizuha Guards,1055,124,162,-5,2,0,1,-3,10,blademaster,both,1
Grand Mizuha Sleeves,1055,124,162,-5,2,0,1,-3,10,blademaster,both,1
Grand Mizuha Sash,1055,124,162,-5,2,0,1,-3,10,blademaster,both,2
Grand Mizuha Leg Wrap,1055,124,162,-5,2,0,1,-3,10,blademaster,both,0
Mizuha Cap GX,1056,128,166,-5,2,0,1,-3,10,blademaster,both,1
Mizuha Guards GX,1056,128,166,-5,2,0,1,-3,10,blademaster,both,0
Mizuha Sleeves GX,1056,128,166,-5,2,0,1,-3,10,blademaster,both,1
Mizuha Sash GX,1056,128,166,-5,2,0,1,-3,10,blademaster,both,0
Mizuha Gaiters GX,1056,128,166,-5,2,0,1,-3,10,blademaster,both,1
Kaiser Crown X,1057,128,166,4,-1,1,-4,-3,10,blademaster,both,0
Kaiser Mail X,1057,128,166,4,-1,1,-4,-3,10,blademaster,both,0
Kaiser Vambraces X,1057,128,166,4,-1,1,-4,-3,10,blademaster,both,1
Kaiser Tassets X,1057,128,166,4,-1,1,-4,-3,10,blademaster,both,0
Kaiser Greaves X,1057,128,166,4,-1,1,-4,-3,10,blademaster,both,1
Kaiser Crown GX,1058,132,170,4,-1,1,-4,-3,10,blademaster,both,1
Kaiser Mail GX,1058,132,170,4,-1,1,-4,-3,10,blademaster,both,0
Kaiser Vambraces GX,1058,132,170,4,-1,1,-4,-3,10,blademaster,both,1
Kaiser Tassets GX,1058,132,170,4,-1,1,-4,-3,10,blademaster,both,1
Kaiser Greaves GX,1058,132,170,4,-1,1,-4,-3,10,blademaster,both,1
Silver Solhelm Z,1059,130,168,2,0,-4,-5,4,10,blademaster,both,2
Silver Solmail Z,1059,130,168,2,0,-4,-5,4,10,blademaster,both,0
Silver Solbraces Z,1059,130,168,2,0,-4,-5,4,10,blademaster,both,2
Silver Solcoil Z,1059,130,168,2,0,-4,-5,4,10,blademaster,both,2
Silver Solgreaves Z,1059,130,168,2,0,-4,-5,4,10,blademaster,both,1
GX Silver Solhelm,1060,132,170,2,0,-4,-5,4,10,blademaster,both,0
GX Silver Solmail,1060,132,170,2,0,-4,-5,4,10,blademaster,both,1
GX Silver Solbraces,1060,132,170,2,0,-4,-5,4,10,blademaster,both,1
GX Silver Solcoil,1060,132,170,2,0,-4,-5,4,10,blademaster,both,0
GX Silver Solgreaves,1060,132,170,2,0,-4,-5,4,10,blademaster,both,1
Silver Solhelm XR,1061,126,164,2,0,-4,-5,4,10,blademaster,both,0
Silver Solmail XR,1061,126,164,2,0,-4,-5,4,10,blademaster,both,1
Silver Solbraces XR,1061,126,164,2,0,-4,-5,4,10,blademaster,both,1
Silver Solfaulds XR,1061,126,164,2,0,-4,-5,4,10,blademaster,both,0
Silver Solgreaves XR,1061,126,164,2,0,-4,-5,4,10,blademaster,both,0
Golden Lunehelm Z,1062,126,164,2,0,-6,-4,4,10,blademaster,both,1
Golden Lunemail Z,1062,126,164,2,0,-6,-4,4,10,blademaster,both,0
Golden Lunebraces Z,1062,126,164,2,0,-6,-4,4,10,blademaster,both,1
Golden Lunecoil Z,1062,126,164,2,0,-6,-4,4,10,blademaster,both,1
Golden Lunegreaves Z,1062,126,164,2,0,-6,-4,4,10,blademaster,both,0
GX Golden Lunehelm,1063,130,168,2,0,-6,-4,4,10,blademaster,both,0
GX Golden Lunemail,1063,130,168,2,0,-6,-4,4,10,blademaster,both,0
GX Golden Lunebraces,1063,130,168,2,0,-6,-4,4,10,blademaster,both,0
GX Golden Lunecoil,1063,130,168,2,0,-6,-4,4,10,blademaster,both,0
GX Gold Lunegreaves,1063,130,168,2,0,-6,-4,4,10,blademaster,both,0
Grand Divine Ire Mask,1064,130,168,2,-6,3,1,2,10,blademaster,both,0
Grand Divine Ire Haori,1064,130,168,2,-6,3,1,2,10,blademaster,both,2
Grand Divine Ire Kote,1064,130,168,2,-6,3,1,2,10,blademaster,both,0
Grand Divine Ire Obi,1064,130,168,2,-6,3,1,2,10,blademaster,both,1
Grand Divine Ire Hakama,1064,130,168,2,-6,3,1,2,10,blademaster,both,2
Esurient Helm Z,1065,132,170,-2,-2,-5,-2,-2,10,blademaster,both,0
Esurient Mail Z,1065,132,170,-2,-2,-5,-2,-2,10,blademaster,both,1
Esurient Vambraces Z,1065,132,170,-2,-2,-5,-2,-2,10,blademaster,both,1
Esurient Faulds Z,1065,132,170,-2,-2,-5,-2,-2,10,blademaster,both,0
Esurient Greaves Z,1065,132,170,-2,-2,-5,-2,-2,10,blademaster,both,1
Esurient Helm XR,1066,128,166,-2,-2,-5,-2,-2,10,blademaster,both,3
Esurient Mail XR,1066,128,166,-2,-2,-5,-2,-2,10,blademaster,both,3
Esurient Vambraces XR,1066,128,166,-2,-2,-5,-2,-2,10,blademaster,both,3
Esurient Faulds XR,1066,128,166,-2,-2,-5,-2,-2,10,blademaster,both,3
Esurient Greaves XR,1066,128,166,-2,-2,-5,-2,-2,10,blademaster,both,3
Brachydium Helm,1067,134,172,4,-3,0,-2,0,10,blademaster,both,2
Brachydium Mail,1067,134,172,4,-3,0,-2,0,10,blademaster,both,1
Brachydium Vambraces,1067,134,172,4,-3,0,-2,0,10,blademaster,both,2
Brachydium Faulds,1067,134,172,4,-3,0,-2,0,10,blademaster,both,2
Brachydium Greaves,1067,134,172,4,-3,0,-2,0,10,blademaster,both,1
Auroros Helm,1068,120,158,-2,2,0,2,-3,10,blademaster,male,1
Auroros Torso,1068,120,158,-2,2,0,2,-3,10,blademaster,male,1
Auroros Gauntlets,1068,120,158,-2,2,0,2,-3,10,blademaster,male,1
Auroros Tassets,1068,120,158,-2,2,0,2,-3,10,blademaster,male,1
Auroros Pants,1068,120,158,-2,2,0,2,-3,10,blademaster,male,1
Borealis Crown,1069,120,158,-2,2,0,2,-3,10,blademaster,female,1
Borealis Chest,1069,120,158,-2,2,0,2,-3,10,blademaster,female,1
Borealis Gauntlets,1069,120,158,-2,2,0,2,-3,10,blademaster,female,1
Borealis Tassets,1069,120,158,-2,2,0,2,-3,10,blademaster,female,1
Borealis Hakama,1069,120,158,-2,2,0,2,-3,10,blademaster,female,1
Auroros Helm GX,1070,122,160,-2,2,0,2,-3,10,blademaster,male,2
Auroros Torso GX,1070,122,160,-2,2,0,2,-3,10,blademaster,male,0
Auroros Gauntlets GX,1070,122,160,-2,2,0,2,-3,10,blademaster,male,0
Auroros Tassets GX,1070,122,160,-2,2,0,2,-3,10,blademaster,male,1
Auroros Pants GX,1070,122,160,-2,2,0,2,-3,10,blademaster,male,0
Borealis Crown GX,1071,122,160,-2,2,0,2,-3,10,blademaster,female,2
Borealis Chest GX,1071,122,160,-2,2,0,2,-3,10,blademaster,female,0
Borealis Gauntlets GX,1071,122,160,-2,2,0,2,-3,10,blademaster,female,0
Borealis Tassets GX,1071,122,160,-2,2,0,2,-3,10,blademaster,female,1
Borealis Hakama GX,1071,122,160,-2,2,0,2,-3,10,blademaster,female,0
Auroros Helm XR,1072,116,154,-2,2,0,2,-3,10,blademaster,male,0
Auroros Torso XR,1072,116,154,-2,2,0,2,-3,10,blademaster,male,1
Auroros Gauntlets XR,1072,116,154,-2,2,0,2,-3,10,blademaster,male,1
Auroros Tassets XR,1072,116,154,-2,2,0,2,-3,10,blademaster,male,1
Auroros Pants XR,1072,116,154,-2,2,0,2,-3,10,blademaster,male,0
Borealis Crown XR,1073,116,154,-2,2,0,2,-3,10,blademaster,female,0
Borealis Chest XR,1073,116,154,-2,2,0,2,-3,10,blademaster,female,1
Borealis Gauntlets XR,1073,116,154,-2,2,0,2,-3,10,blademaster,female,1
Borealis Tassets XR,1073,116,154,-2,2,0,2,-3,10,blademaster,female,1
Borealis Hakama XR,1073,116,154,-2,2,0,2,-3,10,blademaster,female,0
Auroros Helm R,1074,130,168,-2,2,0,2,-3,10,blademaster,male,1
Auroros Torso R,1074,130,168,-2,2,0,2,-3,10,blademaster,male,1
Auroros Gauntlets R,1074,130,168,-2,2,0,2,-3,10,blademaster,male,0
Auroros Tassets R,1074,130,168,-2,2,0,2,-3,10,blademaster,male,0
Auroros Pants R,1074,130,168,-2,2,0,2,-3,10,blademaster,male,1
Borealis Crown R,1075,130,168,-2,2,0,2,-3,10,blademaster,female,1
Borealis Chest R,1075,130,168,-2,2,0,2,-3,10,blademaster,female,1
Borealis Gauntlets R,1075,130,168,-2,2,0,2,-3,10,blademaster,female,0
Borealis Tassets R,1075,130,168,-2,2,0,2,-3,10,blademaster,female,0
Borealis Hakama R,1075,130,168,-2,2,0,2,-3,10,blademaster,female,1
Akantor Mask X,1076,134,172,4,2,-3,0,-5,10,blademaster,both,0
Akantor Aegis X,1076,134,172,4,2,-3,0,-5,10,blademaster,both,1
Akantor Claws X,1076,134,172,4,2,-3,0,-5,10,blademaster,both,0
Akantor Cincture X,1076,134,172,4,2,-3,0,-5,10,blademaster,both,1
Akantor Hessian X,1076,134,172,4,2,-3,0,-5,10,blademaster,both,1
Akantor Mask XR,1077,128,166,4,2,-3,0,-5,10,blademaster,both,1
Akantor Aegis XR,1077,128,166,4,2,-3,0,-5,10,blademaster,both,0
Akantor Claws XR,1077,128,166,4,2,-3,0,-5,10,blademaster,both,1
Akantor Cincture XR,1077,128,166,4,2,-3,0,-5,10,blademaster,both,1
Akantor Hessian XR,1077,128,166,4,2,-3,0,-5,10,blademaster,both,2
Ukanlos Mask X,1078,136,174,-4,4,-3,0,-2,10,blademaster,both,1
Ukanlos Aegis X,1078,136,174,-4,4,-3,0,-2,10,blademaster,both,0
Ukanlos Claws X,1078,136,174,-4,4,-3,0,-2,10,blademaster,both,0
Ukanlos Cincture X,1078,136,174,-4,4,-3,0,-2,10,blademaster,both,1
Ukanlos Hessian X,1078,136,174,-4,4,-3,0,-2,10,blademaster,both,1
Grand Tempest Crown,1079,132,170,-3,0,0,4,-5,10,blademaster,both,1
Grand Tempest Robe,1079,132,170,-3,0,0,4,-5,10,blademaster,both,1
Grand Tempest Sleeves,1079,132,170,-3,0,0,4,-5,10,blademaster,both,1
Grand Tempest Obi,1079,132,170,-3,0,0,4,-5,10,blademaster,both,0
Grand Tempest Hakama,1079,132,170,-3,0,0,4,-5,10,blademaster,both,1
Tempest Crown XR,1080,128,166,-3,0,0,4,-5,10,blademaster,both,1
Tempest Robe XR,1080,128,166,-3,0,0,4,-5,10,blademaster,both,0
Tempest Sleeves XR,1080,128,166,-3,0,0,4,-5,10,blademaster,both,1
Tempest Obi XR,1080,128,166,-3,0,0,4,-5,10,blademaster,both,1
Tempest Hakama XR,1080,128,166,-3,0,0,4,-5,10,blademaster,both,0
Grand Skeletal Skull,1081,126,164,-1,-1,-1,-1,-2,10,blademaster,both,2
Grand Skeletal Sternum,1081,126,164,-1,-1,-1,-1,-2,10,blademaster,both,1
Grand Skeletal Humerus,1081,126,164,-1,-1,-1,-1,-2,10,blademaster,both,1
Grand Skeletal Hipbone,1081,126,164,-1,-1,-1,-1,-2,10,blademaster,both,2
Grand Skeletal Femur,1081,126,164,-1,-1,-1,-1,-2,10,blademaster,both,1
Astral Helm X,1082,132,170,0,1,1,2,-4,10,blademaster,both,1
Astral Suit X,1082,132,170,0,1,1,2,-4,10,blademaster,both,1
Astral Vambraces X,1082,132,170,0,1,1,2,-4,10,blademaster,both,1
Astral Coil X,1082,132,170,0,1,1,2,-4,10,blademaster,both,1
Astral Boots X,1082,132,170,0,1,1,2,-4,10,blademaster,both,1
Neset Helm,1083,134,172,2,0,-2,-1,2,10,blademaster,both,2
Neset Mail,1083,134,172,2,0,-2,-1,2,10,blademaster,both,2
Neset Gloves,1083,134,172,2,0,-2,-1,2,10,blademaster,both,3
Neset Coat,1083,134,172,2,0,-2,-1,2,10,blademaster,both,2
Neset Boots,1083,134,172,2,0,-2,-1,2,10,blademaster,both,3
Dragonhead,1084,134,172,-1,0,2,2,-4,10,blademaster,both,2
Dragonhide,1084,134,172,-1,0,2,2,-4,10,blademaster,both,1
Dragonclaws,1084,134,172,-1,0,2,2,-4,10,blademaster,both,2
Dragonbarbs,1084,134,172,-1,0,2,2,-4,10,blademaster,both,1
Dragonfeet,1084,134,172,-1,0,2,2,-4,10,blademaster,both,2
Escadora Wisdom X,1085,136,174,0,0,0,0,-4,10,blademaster,both,0
Escadora Soul X,1085,136,174,0,0,0,0,-4,10,blademaster,both,0
Escadora Arms X,1085,136,174,0,0,0,0,-4,10,blademaster,both,0
Escadora Might X,1085,136,174,0,0,0,0,-4,10,blademaster,both,0
Escadora Sheath X,1085,136,174,0,0,0,0,-4,10,blademaster,both,0
Escadora Wisdom XR,1086,130,168,0,0,0,0,-4,10,blademaster,both,1
Escadora Soul XR,1086,130,168,0,0,0,0,-4,10,blademaster,both,2
Escadora Armguards XR,1086,130,168,0,0,0,0,-4,10,blademaster,both,2
