chance,map,area,rank,node,appear_chance,min,max,name,amount,item
5,F. Seaway,6,low,3,30,3,5,Deep Bloodstone,1,
30,F. Seaway,6,low,4,70,2,4,Bone Husk,1,
20,F. Seaway,6,low,4,70,2,4,Mystery Bone,1,
20,F. Seaway,6,low,4,70,2,4,Unknown Skull,1,
20,F. Seaway,6,low,4,70,2,4,Fossilized Bone,3,
10,F. Seaway,6,low,4,70,2,4,Bone Husk,2,
40,F. Seaway,6,low,5,30,3,5,Unknown Skull,1,
25,F. Seaway,6,low,5,30,3,5,Dragonbone Relic,1,
20,F. Seaway,6,low,5,30,3,5,Bone Husk,4,
15,F. Seaway,6,low,5,30,3,5,Mystery Bone,2,
20,F. Seaway,6,high,1,,4,6,Ice Crystal,1,
17,F. Seaway,6,high,1,,4,6,Bloodstone,2,
15,F. Seaway,6,high,1,,4,6,Carbalite Ore,1,
15,F. Seaway,6,high,1,,4,6,Bloodstone,1,
10,F. Seaway,6,high,1,,4,6,Shining Charm,1,
10,F. Seaway,6,high,1,,4,6,Deep Bloodstone,1,
5,F. Seaway,6,high,1,,4,6,Fucium Ore,1,
5,F. Seaway,6,high,1,,4,6,Mystery Charm,1,
3,F. Seaway,6,high,1,,4,6,Timeworn Charm,1,
20,F. Seaway,6,high,2,70,3,5,Bloodstone,2,
15,F. Seaway,6,high,2,70,3,5,Bloodrun Jewel,1,
15,F. Seaway,6,high,2,70,3,5,Bloodstone,1,
10,F. Seaway,6,high,2,70,3,5,Machalite Ore,1,
10,F. Seaway,6,high,2,70,3,5,Lightcrystal,1,
10,F. Seaway,6,high,2,70,3,5,Carbalite Ore,1,
10,F. Seaway,6,high,2,70,3,5,Mystery Charm,1,
5,F. Seaway,6,high,2,70,3,5,Armor Sphere+,1,
5,F. Seaway,6,high,2,70,3,5,Adv Armor Sphere,1,
20,F. Seaway,6,high,3,30,3,5,Carbalite Ore,1,
15,F. Seaway,6,high,3,30,3,5,Lazurite Jewel,1,
15,F. Seaway,6,high,3,30,3,5,Shining Charm,1,
10,F. Seaway,6,high,3,30,3,5,Armor Sphere+,1,
10,F. Seaway,6,high,3,30,3,5,Adv Armor Sphere,1,
10,F. Seaway,6,high,3,30,3,5,Hard Armor Sphere,1,
5,F. Seaway,6,high,3,30,3,5,Novacrystal,1,
5,F. Seaway,6,high,3,30,3,5,Fucium Ore,1,
5,F. Seaway,6,high,3,30,3,5,Timeworn Charm,1,
5,F. Seaway,6,high,3,30,3,5,Deep Bloodstone,1,
30,F. Seaway,6,high,4,70,2,4,Bone Husk,1,
20,F. Seaway,6,high,4,70,2,4,Mystery Bone,1,
20,F. Seaway,6,high,4,70,2,4,Unknown Skull,1,
20,F. Seaway,6,high,4,70,2,4,Fossilized Bone,3,
10,F. Seaway,6,high,4,70,2,4,Bone Husk,2,
40,F. Seaway,6,high,5,30,3,5,Unknown Skull,1,
25,F. Seaway,6,high,5,30,3,5,Dragonbone Relic,1,
20,F. Seaway,6,high,5,30,3,5,Bone Husk,4,
15,F. Seaway,6,high,5,30,3,5,Mystery Bone,2,
20,F. Seaway,6,g,1,,4,6,Ice Crystal,2,
17,F. Seaway,6,g,1,,4,6,Deep Bloodstone,1,
15,F. Seaway,6,g,1,,4,6,Eltalite Ore,1,
15,F. Seaway,6,g,1,,4,6,Fucium Ore,1,
10,F. Seaway,6,g,1,,4,6,Timeworn Charm,1,
10,F. Seaway,6,g,1,,4,6,Bloodstone,3,
5,F. Seaway,6,g,1,,4,6,Shining Charm,1,
5,F. Seaway,6,g,1,,4,6,Bloodstone,2,
3,F. Seaway,6,g,1,,4,6,Enduring Charm,1,
20,F. Seaway,6,g,2,70,3,5,Bloodstone,3,
15,F. Seaway,6,g,2,70,3,5,Eltalite Ore,1,
15,F. Seaway,6,g,2,70,3,5,Adamant Orb,1,
10,F. Seaway,6,g,2,70,3,5,Carbalite Ore,1,
10,F. Seaway,6,g,2,70,3,5,Novacrystal,1,
10,F. Seaway,6,g,2,70,3,5,Fucium Ore,1,
10,F. Seaway,6,g,2,70,3,5,Shining Charm,2,
5,F. Seaway,6,g,2,70,3,5,Hard Armor Sphere,2,
5,F. Seaway,6,g,2,70,3,5,Heavy Armor Sphere,1,
20,F. Seaway,6,g,3,30,3,5,Meldspar Ore,1,
15,F. Seaway,6,g,3,30,3,5,Sovereign Orb,1,
15,F. Seaway,6,g,3,30,3,5,Timeworn Charm,1,
10,F. Seaway,6,g,3,30,3,5,Hard Armor Sphere,1,
10,F. Seaway,6,g,3,30,3,5,Heavy Armor Sphere,1,
10,F. Seaway,6,g,3,30,3,5,King Armor Sphere,1,
5,F. Seaway,6,g,3,30,3,5,Eltalite Ore,1,
5,F. Seaway,6,g,3,30,3,5,Novacrystal,1,
5,F. Seaway,6,g,3,30,3,5,Enduring Charm,1,
5,F. Seaway,6,g,3,30,3,5,Deep Bloodstone,1,
30,F. Seaway,6,g,4,70,2,4,Bone Husk,2,
20,F. Seaway,6,g,4,70,2,4,Mystery Bone,2,
20,F. Seaway,6,g,4,70,2,4,Unknown Skull,1,
20,F. Seaway,6,g,4,70,2,4,Fossilized Bone,3,
10,F. Seaway,6,g,4,70,2,4,Dragonbone Relic,1,
40,F. Seaway,6,g,5,30,3,5,Unknown Skull,1,
25,F. Seaway,6,g,5,30,3,5,Dragonbone Artifact,1,
20,F. Seaway,6,g,5,30,3,5,Bone Husk,4,
15,F. Seaway,6,g,5,30,3,5,Dragonbone Relic,1,
20,F. Seaway,7,low,1,,4,6,Ice Crystal,1,
17,F. Seaway,7,low,1,,4,6,Bloodstone,2,
15,F. Seaway,7,low,1,,4,6,Carbalite Ore,1,
15,F. Seaway,7,low,1,,4,6,Bloodstone,1,
10,F. Seaway,7,low,1,,4,6,Shining Charm,1,
10,F. Seaway,7,low,1,,4,6,Deep Bloodstone,1,
5,F. Seaway,7,low,1,,4,6,Fucium Ore,1,
5,F. Seaway,7,low,1,,4,6,Mystery Charm,1,
3,F. Seaway,7,low,1,,4,6,Timeworn Charm,1,
25,F. Seaway,7,low,2,,3,5,Thunderbug,1,
20,F. Seaway,7,low,2,,3,5,Hercudrome,1,
15,F. Seaway,7,low,2,,3,5,Flashbug,1,
15,F. Seaway,7,low,2,,3,5,Shiny Beetle,1,
15,F. Seaway,7,low,2,,3,5,Rare Scarab,1,
5,F. Seaway,7,low,2,,3,5,Royal Rhino,1,
5,F. Seaway,7,low,2,,3,5,Divine Rhino,1,
35,F. Seaway,7,low,3,,3,4,Mystery Bone,1,
30,F. Seaway,7,low,3,,3,4,Fossilized Bone,2,
25,F. Seaway,7,low,3,,3,4,Bone Husk,2,
10,F. Seaway,7,low,3,,3,4,Dragonbone Relic,1,
80,F. Seaway,7,low,4,,1,1,Honey,1,
10,F. Seaway,7,low,4,,1,1,Honey,2,
10,F. Seaway,7,low,4,,1,1,Snakebee Larva,1,
25,F. Seaway,7,low,5,55,3,5,Bitterbug,1,
20,F. Seaway,7,low,5,55,3,5,Flashbug,1,
20,F. Seaway,7,low,5,55,3,5,Stinkhopper,1,
15,F. Seaway,7,low,5,55,3,5,Mega Fishing Fly,1,
10,F. Seaway,7,low,5,55,3,5,King Scarab,1,
5,F. Seaway,7,low,5,55,3,5,Carpenterbug,1,
5,F. Seaway,7,low,5,55,3,5,Royal Rhino,1,
25,F. Seaway,7,low,6,45,3,5,Godbug,1,
20,F. Seaway,7,low,6,45,3,5,Rare Scarab,1,
15,F. Seaway,7,low,6,45,3,5,Shiny Beetle,1,
15,F. Seaway,7,low,6,45,3,5,Hercudrome,1,
10,F. Seaway,7,low,6,45,3,5,Thunderbug,1,
10,F. Seaway,7,low,6,45,3,5,Divine Rhino,1,
5,F. Seaway,7,low,6,45,3,5,Royal Rhino,1,
20,F. Seaway,7,high,1,,4,6,Ice Crystal,1,
17,F. Seaway,7,high,1,,4,6,Bloodstone,2,
15,F. Seaway,7,high,1,,4,6,Carbalite Ore,1,
15,F. Seaway,7,high,1,,4,6,Bloodstone,1,
10,F. Seaway,7,high,1,,4,6,Shining Charm,1,
10,F. Seaway,7,high,1,,4,6,Deep Bloodstone,1,
5,F. Seaway,7,high,1,,4,6,Fucium Ore,1,
5,F. Seaway,7,high,1,,4,6,Mystery Charm,1,
3,F. Seaway,7,high,1,,4,6,Timeworn Charm,1,
25,F. Seaway,7,high,2,,3,5,Thunderbug,1,
20,F. Seaway,7,high,2,,3,5,Hercudrome,1,
15,F. Seaway,7,high,2,,3,5,Flashbug,1,
15,F. Seaway,7,high,2,,3,5,Shiny Beetle,1,
15,F. Seaway,7,high,2,,3,5,Rare Scarab,1,
5,F. Seaway,7,high,2,,3,5,Royal Rhino,1,
5,F. Seaway,7,high,2,,3,5,Divine Rhino,1,
35,F. Seaway,7,high,3,,3,4,Mystery Bone,1,
30,F. Seaway,7,high,3,,3,4,Fossilized Bone,2,
25,F. Seaway,7,high,3,,3,4,Bone Husk,2,
10,F. Seaway,7,high,3,,3,4,Dragonbone Relic,1,
80,F. Seaway,7,high,4,,1,1,Honey,1,
10,F. Seaway,7,high,4,,1,1,Honey,2,
10,F. Seaway,7,high,4,,1,1,Snakebee Larva,1,
100,F. Seaway,7,high,5,,2,3,Burned Husk,1,
25,F. Seaway,7,high,6,55,3,5,Bitterbug,1,
20,F. Seaway,7,high,6,55,3,5,Flashbug,1,
20,F. Seaway,7,high,6,55,3,5,Stinkhopper,1,
15,F. Seaway,7,high,6,55,3,5,Mega Fishing Fly,1,
10,F. Seaway,7,high,6,55,3,5,King Scarab,1,
5,F. Seaway,7,high,6,55,3,5,Carpenterbug,1,
5,F. Seaway,7,high,6,55,3,5,Royal Rhino,1,
25,F. Seaway,7,high,7,45,3,5,Godbug,1,
20,F. Seaway,7,high,7,45,3,5,Rare Scarab,1,
15,F. Seaway,7,high,7,45,3,5,Shiny Beetle,1,
15,F. Seaway,7,high,7,45,3,5,Hercudrome,1,
10,F. Seaway,7,high,7,45,3,5,Thunderbug,1,
10,F. Seaway,7,high,7,45,3,5,Divine Rhino,1,
5,F. Seaway,7,high,7,45,3,5,Royal Rhino,1,
20,F. Seaway,7,g,1,,4,6,Ice Crystal,2,
17,F. Seaway,7,g,1,,4,6,Deep Bloodstone,1,
15,F. Seaway,7,g,1,,4,6,Eltalite Ore,1,
15,F. Seaway,7,g,1,,4,6,Fucium Ore,1,
10,F. Seaway,7,g,1,,4,6,Timeworn Charm,1,
10,F. Seaway,7,g,1,,4,6,Bloodstone,3,
5,F. Seaway,7,g,1,,4,6,Shining Charm,1,
5,F. Seaway,7,g,1,,4,6,Bloodstone,2,
3,F. Seaway,7,g,1,,4,6,Enduring Charm,1,
20,F. Seaway,7,g,2,,3,5,Rare Scarab,1,
20,F. Seaway,7,g,2,,3,5,Emperor Hopper,1,
20,F. Seaway,7,g,2,,3,5,Divine Rhino,1,
15,F. Seaway,7,g,2,,3,5,King Scarab,1,
10,F. Seaway,7,g,2,,3,5,Shiny Beetle,2,
10,F. Seaway,7,g,2,,3,5,Hercudrome,2,
5,F. Seaway,7,g,2,,3,5,Royal Rhino,1,
30,F. Seaway,7,g,3,,3,4,Fossilized Bone,2,
20,F. Seaway,7,g,3,,3,4,Bone Husk,2,
20,F. Seaway,7,g,3,,3,4,Mystery Bone,2,
20,F. Seaway,7,g,3,,3,4,Dragonbone Relic,1,
10,F. Seaway,7,g,3,,3,4,Dragonbone Artifact,1,
80,F. Seaway,7,g,4,,1,1,Honey,1,
10,F. Seaway,7,g,4,,1,1,Honey,2,
10,F. Seaway,7,g,4,,1,1,Snakebee Larva,1,
100,F. Seaway,7,g,5,,2,3,Burned Husk,1,
20,F. Seaway,7,g,6,55,3,5,Stinkhopper,2,
15,F. Seaway,7,g,6,55,3,5,Mega Fishing Fly,2,
15,F. Seaway,7,g,6,55,3,5,Shiny Beetle,2,
15,F. Seaway,7,g,6,55,3,5,Hercudrome,2,
15,F. Seaway,7,g,6,55,3,5,King Scarab,1,
10,F. Seaway,7,g,6,55,3,5,Rare Scarab,1,
5,F. Seaway,7,g,6,55,3,5,Carpenterbug,2,
5,F. Seaway,7,g,6,55,3,5,Royal Rhino,1,
25,F. Seaway,7,g,7,45,3,5,Rare Scarab,1,
25,F. Seaway,7,g,7,45,3,5,Emperor Hopper,1,
20,F. Seaway,7,g,7,45,3,5,King Scarab,1,
15,F. Seaway,7,g,7,45,3,5,Royal Rhino,1,
15,F. Seaway,7,g,7,45,3,5,Divine Rhino,1,
20,F. Seaway,8,low,1,,3,5,Bitterbug,1,
20,F. Seaway,8,low,1,,3,5,Carpenterbug,1,
15,F. Seaway,8,low,1,,3,5,Godbug,1,
15,F. Seaway,8,low,1,,3,5,King Scarab,1,
10,F. Seaway,8,low,1,,3,5,Mega Fishing Fly,1,
10,F. Seaway,8,low,1,,3,5,Flashbug,1,
10,F. Seaway,8,low,1,,3,5,Stinkhopper,1,
50,F. Seaway,8,low,2,,3,5,Lagniapple,1,
25,F. Seaway,8,low,2,,3,5,Big Lagniapple,1,
15,F. Seaway,8,low,2,,3,5,Bomberry,1,
10,F. Seaway,8,low,2,,3,5,Scatternut,1,
85,F. Seaway,8,low,3,70,3,4,Honey,1,
10,F. Seaway,8,low,3,70,3,4,Snakebee Larva,1,
5,F. Seaway,8,low,3,70,3,4,Honey,2,
60,F. Seaway,8,low,4,30,3,4,Honey,1,
30,F. Seaway,8,low,4,30,3,4,Honey,2,
10,F. Seaway,8,low,4,30,3,4,Snakebee Larva,1,
40,F. Seaway,8,low,5,40,3,4,Might Seed,1,
20,F. Seaway,8,low,5,40,3,4,Sleep Herb,1,
20,F. Seaway,8,low,5,40,3,4,Sap Plant,2,
15,F. Seaway,8,low,5,40,3,4,Herb,2,
5,F. Seaway,8,low,5,40,3,4,Sleep Herb,2,
35,F. Seaway,8,low,6,60,2,3,Felvine,1,
28,F. Seaway,8,low,6,60,2,3,Sleep Herb,1,
25,F. Seaway,8,low,6,60,2,3,Herb,1,
12,F. Seaway,8,low,6,60,2,3,Sleep Herb,2,
20,F. Seaway,8,high,1,,3,5,Bitterbug,1,
20,F. Seaway,8,high,1,,3,5,Carpenterbug,1,
15,F. Seaway,8,high,1,,3,5,Godbug,1,
15,F. Seaway,8,high,1,,3,5,King Scarab,1,
10,F. Seaway,8,high,1,,3,5,Mega Fishing Fly,1,
10,F. Seaway,8,high,1,,3,5,Flashbug,1,
10,F. Seaway,8,high,1,,3,5,Stinkhopper,1,
50,F. Seaway,8,high,2,,3,5,Lagniapple,1,
25,F. Seaway,8,high,2,,3,5,Big Lagniapple,1,
15,F. Seaway,8,high,2,,3,5,Bomberry,1,
10,F. Seaway,8,high,2,,3,5,Scatternut,1,
85,F. Seaway,8,high,3,70,3,4,Honey,1,
10,F. Seaway,8,high,3,70,3,4,Snakebee Larva,1,
5,F. Seaway,8,high,3,70,3,4,Honey,2,
60,F. Seaway,8,high,4,30,3,4,Honey,1,
30,F. Seaway,8,high,4,30,3,4,Honey,2,
10,F. Seaway,8,high,4,30,3,4,Snakebee Larva,1,
40,F. Seaway,8,high,5,40,3,4,Might Seed,1,
20,F. Seaway,8,high,5,40,3,4,Sleep Herb,1,
20,F. Seaway,8,high,5,40,3,4,Sap Plant,2,
15,F. Seaway,8,high,5,40,3,4,Herb,2,
5,F. Seaway,8,high,5,40,3,4,Sleep Herb,2,
35,F. Seaway,8,high,6,60,2,3,Felvine,1,
28,F. Seaway,8,high,6,60,2,3,Sleep Herb,1,
25,F. Seaway,8,high,6,60,2,3,Herb,1,
12,F. Seaway,8,high,6,60,2,3,Sleep Herb,2,
30,F. Seaway,8,g,1,,3,5,King Scarab,1,
20,F. Seaway,8,g,1,,3,5,Carpenterbug,2,
15,F. Seaway,8,g,1,,3,5,Godbug,2,
10,F. Seaway,8,g,1,,3,5,Mega Fishing Fly,2,
10,F. Seaway,8,g,1,,3,5,Stinkhopper,2,
10,F. Seaway,8,g,1,,3,5,Rare Scarab,1,
5,F. Seaway,8,g,1,,3,5,Emperor Hopper,1,
50,F. Seaway,8,g,2,,3,5,Big Lagniapple,1,
25,F. Seaway,8,g,2,,3,5,Huge Lagniapple,1,
15,F. Seaway,8,g,2,,3,5,Bomberry,1,
10,F. Seaway,8,g,2,,3,5,Scatternut,1,
85,F. Seaway,8,g,3,70,3,4,Honey,1,
10,F. Seaway,8,g,3,70,3,4,Snakebee Larva,1,
5,F. Seaway,8,g,3,70,3,4,Honey,2,
60,F. Seaway,8,g,4,30,3,4,Honey,1,
30,F. Seaway,8,g,4,30,3,4,Honey,2,
10,F. Seaway,8,g,4,30,3,4,Snakebee Larva,1,
40,F. Seaway,8,g,5,40,3,4,Might Seed,1,
20,F. Seaway,8,g,5,40,3,4,Sleep Herb,1,
20,F. Seaway,8,g,5,40,3,4,Sap Plant,2,
15,F. Seaway,8,g,5,40,3,4,Herb,2,
5,F. Seaway,8,g,5,40,3,4,Sleep Herb,2,
35,F. Seaway,8,g,6,60,2,3,Felvine,1,
28,F. Seaway,8,g,6,60,2,3,Sleep Herb,1,
25,F. Seaway,8,g,6,60,2,3,Herb,1,
12,F. Seaway,8,g,6,60,2,3,Sleep Herb,2,
40,F. Seaway,9,low,1,,3,4,Sleep Herb,1,
33,F. Seaway,9,low,1,,3,4,Might Seed,1,
20,F. Seaway,9,low,1,,3,4,Herb,1,
7,F. Seaway,9,low,1,,3,4,Sap Plant,1,
20,F. Seaway,9,low,2,,4,6,Ice Crystal,1,
17,F. Seaway,9,low,2,,4,6,Bloodstone,2,
15,F. Seaway,9,low,2,,4,6,Carbalite Ore,1,
15,F. Seaway,9,low,2,,4,6,Bloodstone,1,
10,F. Seaway,9,low,2,,4,6,Shining Charm,1,
10,F. Seaway,9,low,2,,4,6,Deep Bloodstone,1,
5,F. Seaway,9,low,2,,4,6,Fucium Ore,1,
5,F. Seaway,9,low,2,,4,6,Mystery Charm,1,
3,F. Seaway,9,low,2,,4,6,Timeworn Charm,1,
80,F. Seaway,9,low,3,,1,1,Honey,1,
10,F. Seaway,9,low,3,,1,1,Honey,2,
10,F. Seaway,9,low,3,,1,1,Snakebee Larva,1,
30,F. Seaway,9,low,4,60,3,4,Huskberry,2,
30,F. Seaway,9,low,4,60,3,4,Paintberry,2,
25,F. Seaway,9,low,4,60,3,4,Bomberry,1,
15,F. Seaway,9,low,4,60,3,4,Needleberry,1,
30,F. Seaway,9,low,5,40,4,5,Needleberry,4,
30,F. Seaway,9,low,5,40,4,5,Bomberry,2,
20,F. Seaway,9,low,5,40,4,5,Huskberry,3,
20,F. Seaway,9,low,5,40,4,5,Paintberry,2,
30,F. Seaway,9,low,6,65,3,4,Bone Husk,1,
20,F. Seaway,9,low,6,65,3,4,Mystery Bone,1,
20,F. Seaway,9,low,6,65,3,4,Unknown Skull,1,
20,F. Seaway,9,low,6,65,3,4,Fossilized Bone,3,
10,F. Seaway,9,low,6,65,3,4,Bone Husk,2,
40,F. Seaway,9,low,7,35,3,6,Unknown Skull,1,
25,F. Seaway,9,low,7,35,3,6,Dragonbone Relic,1,
20,F. Seaway,9,low,7,35,3,6,Bone Husk,4,
15,F. Seaway,9,low,7,35,3,6,Mystery Bone,2,
40,F. Seaway,9,high,1,,3,4,Sleep Herb,1,
33,F. Seaway,9,high,1,,3,4,Might Seed,1,
20,F. Seaway,9,high,1,,3,4,Herb,1,
7,F. Seaway,9,high,1,,3,4,Sap Plant,1,
20,F. Seaway,9,high,2,,4,6,Ice Crystal,1,
17,F. Seaway,9,high,2,,4,6,Bloodstone,2,
15,F. Seaway,9,high,2,,4,6,Carbalite Ore,1,
15,F. Seaway,9,high,2,,4,6,Bloodstone,1,
10,F. Seaway,9,high,2,,4,6,Shining Charm,1,
10,F. Seaway,9,high,2,,4,6,Deep Bloodstone,1,
5,F. Seaway,9,high,2,,4,6,Fucium Ore,1,
5,F. Seaway,9,high,2,,4,6,Mystery Charm,1,
3,F. Seaway,9,high,2,,4,6,Timeworn Charm,1,
80,F. Seaway,9,high,3,,1,1,Honey,1,
10,F. Seaway,9,high,3,,1,1,Honey,2,
10,F. Seaway,9,high,3,,1,1,Snakebee Larva,1,
100,F. Seaway,9,high,4,,2,3,Burned Husk,1,
30,F. Seaway,9,high,5,60,3,4,Huskberry,2,
30,F. Seaway,9,high,5,60,3,4,Paintberry,2,
25,F. Seaway,9,high,5,60,3,4,Bomberry,1,
15,F. Seaway,9,high,5,60,3,4,Needleberry,1,
30,F. Seaway,9,high,6,40,4,5,Needleberry,4,
30,F. Seaway,9,high,6,40,4,5,Bomberry,2,
20,F. Seaway,9,high,6,40,4,5,Huskberry,3,
20,F. Seaway,9,high,6,40,4,5,Paintberry,2,
30,F. Seaway,9,high,7,65,3,4,Bone Husk,1,
20,F. Seaway,9,high,7,65,3,4,Mystery Bone,1,
20,F. Seaway,9,high,7,65,3,4,Unknown Skull,1,
20,F. Seaway,9,high,7,65,3,4,Fossilized Bone,3,
10,F. Seaway,9,high,7,65,3,4,Bone Husk,2,
40,F. Seaway,9,high,8,35,3,6,Unknown Skull,1,
25,F. Seaway,9,high,8,35,3,6,Dragonbone Relic,1,
20,F. Seaway,9,high,8,35,3,6,Bone Husk,4,
15,F. Seaway,9,high,8,35,3,6,Mystery Bone,2,
40,F. Seaway,9,g,1,,3,4,Sleep Herb,1,
33,F. Seaway,9,g,1,,3,4,Might Seed,1,
20,F. Seaway,9,g,1,,3,4,Herb,1,
7,F. Seaway,9,g,1,,3,4,Sap Plant,1,
20,F. Seaway,9,g,2,,4,6,Ice Crystal,2,
17,F. Seaway,9,g,2,,4,6,Deep Bloodstone,1,
15,F. Seaway,9,g,2,,4,6,Eltalite Ore,1,
15,F. Seaway,9,g,2,,4,6,Fucium Ore,1,
10,F. Seaway,9,g,2,,4,6,Timeworn Charm,1,
10,F. Seaway,9,g,2,,4,6,Bloodstone,3,
5,F. Seaway,9,g,2,,4,6,Shining Charm,1,
5,F. Seaway,9,g,2,,4,6,Bloodstone,2,
3,F. Seaway,9,g,2,,4,6,Enduring Charm,1,
80,F. Seaway,9,g,3,,1,1,Honey,1,
10,F. Seaway,9,g,3,,1,1,Honey,2,
10,F. Seaway,9,g,3,,1,1,Snakebee Larva,1,
100,F. Seaway,9,g,4,,2,3,Burned Husk,1,
30,F. Seaway,9,g,5,60,3,4,Huskberry,2,
30,F. Seaway,9,g,5,60,3,4,Paintberry,2,
25,F. Seaway,9,g,5,60,3,4,Bomberry,1,
15,F. Seaway,9,g,5,60,3,4,Needleberry,1,
30,F. Seaway,9,g,6,40,4,5,Needleberry,4,
30,F. Seaway,9,g,6,40,4,5,Bomberry,2,
20,F. Seaway,9,g,6,40,4,5,Huskberry,3,
20,F. Seaway,9,g,6,40,4,5,Paintberry,2,
30,F. Seaway,9,g,7,65,3,4,Bone Husk,2,
20,F. Seaway,9,g,7,65,3,4,Mystery Bone,2,
20,F. Seaway,9,g,7,65,3,4,Unknown Skull,1,
20,F. Seaway,9,g,7,65,3,4,Fossilized Bone,3,
10,F. Seaway,9,g,7,65,3,4,Dragonbone Relic,1,
40,F. Seaway,9,g,8,35,3,6,Unknown Skull,1,
25,F. Seaway,9,g,8,35,3,6,Dragonbone Artifact,1,
20,F. Seaway,9,g,8,35,3,6,Bone Husk,4,
15,F. Seaway,9,g,8,35,3,6,Dragonbone Relic,1,
70,F. Slayground,1,low,1,,1,2,EZ Flash Bomb,1,
25,F. Slayground,1,low,1,,1,2,EZ Shock Trap,1,
5,F. Slayground,1,low,1,,1,2,Nitroshroom,1,
60,F. Slayground,1,low,2,,2,2,Barrel Bomb S,1,
40,F. Slayground,1,low,2,,2,2,EZ Barrel Bomb L,1,
70,F. Slayground,1,low,3,,2,3,First-aid Med+,1,
30,F. Slayground,1,low,3,,2,3,First-aid Med,1,
50,F. Slayground,1,low,4,,3,4,Ration,1,
40,F. Slayground,1,low,4,,3,4,Mini Whetstone,1,
10,F. Slayground,1,low,4,,3,4,Might Seed,1,
70,F. Slayground,1,high,1,,1,2,EZ Flash Bomb,1,
25,F. Slayground,1,high,1,,1,2,EZ Shock Trap,1,
5,F. Slayground,1,high,1,,1,2,Nitroshroom,1,
60,F. Slayground,1,high,2,,2,2,Barrel Bomb S,1,
40,F. Slayground,1,high,2,,2,2,EZ Barrel Bomb L,1,
70,F. Slayground,1,high,3,,2,3,First-aid Med+,1,
30,F. Slayground,1,high,3,,2,3,First-aid Med,1,
50,F. Slayground,1,high,4,,3,4,Ration,1,
40,F. Slayground,1,high,4,,3,4,Mini Whetstone,1,
10,F. Slayground,1,high,4,,3,4,Might Seed,1,
70,F. Slayground,1,g,1,,1,2,EZ Flash Bomb,1,
25,F. Slayground,1,g,1,,1,2,EZ Shock Trap,1,
5,F. Slayground,1,g,1,,1,2,Nitroshroom,1,
60,F. Slayground,1,g,2,,2,2,Barrel Bomb S,1,
40,F. Slayground,1,g,2,,2,2,EZ Barrel Bomb L,1,
70,F. Slayground,1,g,3,,2,3,First-aid Med+,1,
30,F. Slayground,1,g,3,,2,3,First-aid Med,1,
50,F. Slayground,1,g,4,,3,4,Ration,1,
40,F. Slayground,1,g,4,,3,4,Mini Whetstone,1,
10,F. Slayground,1,g,4,,3,4,Might Seed,1,
50,Sanctuary,1,low,1,,4,5,Nulberry,1,
25,Sanctuary,1,low,1,,4,5,Might Seed,1,
25,Sanctuary,1,low,1,,4,5,Adamant Seed,1,
90,Sanctuary,1,low,2,,5,7,Whetstone,1,
5,Sanctuary,1,low,2,,5,7,Stone,1,
5,Sanctuary,1,low,2,,5,7,Stone,2,
50,Sanctuary,1,high,1,,4,5,Nulberry,1,
25,Sanctuary,1,high,1,,4,5,Might Seed,1,
25,Sanctuary,1,high,1,,4,5,Adamant Seed,1,
90,Sanctuary,1,high,2,,5,7,Whetstone,1,
5,Sanctuary,1,high,2,,5,7,Stone,1,
5,Sanctuary,1,high,2,,5,7,Stone,2,
50,Sanctuary,1,g,1,,4,5,Nulberry,1,
25,Sanctuary,1,g,1,,4,5,Might Seed,1,
25,Sanctuary,1,g,1,,4,5,Adamant Seed,1,
90,Sanctuary,1,g,2,,5,7,Whetstone,1,
5,Sanctuary,1,g,2,,5,7,Stone,2,
5,Sanctuary,1,g,2,,5,7,Stone,1,
60,Forlorn Arena,1,low,1,,4,6,Decayed Scale,1,
20,Forlorn Arena,1,low,1,,4,6,Aquaglow Jewel,1,
20,Forlorn Arena,1,low,1,,4,6,Unknown Skull,1,
60,Forlorn Arena,1,high,1,,4,6,Decayed Scale,1,
20,Forlorn Arena,1,high,1,,4,6,Bloodrun Jewel,1,
20,Forlorn Arena,1,high,1,,4,6,Dragonbone Relic,1,
60,Forlorn Arena,1,g,1,,4,6,Decayed Scale,1,
20,Forlorn Arena,1,g,1,,4,6,Adamant Orb,1,
20,Forlorn Arena,1,g,1,,4,6,Dragonbone Artifact,1,
100,S. Pinnacle,1,low,1,,8,10,Ballista Ammo,1,
100,S. Pinnacle,1,low,2,,8,10,Ballista Ammo,1,
100,S. Pinnacle,1,low,3,,8,10,Ballista Ammo,1,
30,S. Pinnacle,1,low,4,,2,8,Herb,1,
30,S. Pinnacle,1,low,4,,2,8,Nulberry,1,
20,S. Pinnacle,1,low,4,,2,8,Might Seed,1,
20,S. Pinnacle,1,low,4,,2,8,Adamant Seed,1,
100,S. Pinnacle,1,high,1,,8,10,Ballista Ammo,1,
100,S. Pinnacle,1,high,2,,8,10,Ballista Ammo,1,
100,S. Pinnacle,1,high,3,,8,10,Ballista Ammo,1,
30,S. Pinnacle,1,high,4,,2,8,Herb,1,
30,S. Pinnacle,1,high,4,,2,8,Nulberry,1,
20,S. Pinnacle,1,high,4,,2,8,Might Seed,1,
20,S. Pinnacle,1,high,4,,2,8,Adamant Seed,1,
100,S. Pinnacle,1,g,1,,8,10,Ballista Ammo,1,
