skill_tree,armor,armor_set_id,points
Prudence,GX Old Fatalis Head,1091,3
Expert,GX Old Fatalis Head,1091,3
Critical Up,GX Old Fatalis Head,1091,3
Fate,GX Old Fatalis Head,1091,-3
Prudence,GX Old Fatalis Hide,1091,1
Expert,GX Old Fatalis Hide,1091,4
Critical Up,GX Old Fatalis Hide,1091,2
Fate,GX Old Fatalis Hide,1091,-3
Prudence,GX Old Fatalis Claw,1091,2
Expert,GX Old Fatalis Claw,1091,2
Fate,GX Old Fatalis Claw,1091,-3
Prudence,GX Old Fatalis Spine,1091,2
Expert,GX Old Fatalis Spine,1091,6
Critical Up,GX Old Fatalis Spine,1091,2
Fate,GX Old Fatalis Spine,1091,-3
Prudence,GX Old Fatalis Feet,1091,2
Expert,GX Old Fatalis Feet,1091,5
Critical Up,GX Old Fatalis Feet,1091,3
Fate,GX Old Fatalis Feet,1091,-3
Critical Up,Garo Helm,1092,1
Gloves Off,Garo Helm,1092,2
Insight,Garo Helm,1092,2
Sense,Garo Helm,1092,-2
Critical Up,Garo Plate,1092,2
Gloves Off,Garo Plate,1092,2
Insight,Garo Plate,1092,1
Sense,Garo Plate,1092,-2
Critical Up,Garo Gauntlets,1092,3
Gloves Off,Garo Gauntlets,1092,2
Insight,Garo Gauntlets,1092,3
Sense,Garo Gauntlets,1092,-2
Critical Up,Garo Tassets,1092,2
Gloves Off,Garo Tassets,1092,2
Insight,Garo Tassets,1092,2
Sense,Garo Tassets,1092,-2
Critical Up,Garo Guards,1092,2
Gloves Off,Garo Guards,1092,2
Insight,Garo Guards,1092,2
Sense,Garo Guards,1092,-2
Edge Lore,Hylian Hair Tie,1093,3
PowerEater,Hylian Hair Tie,1093,2
Mechanic,Hylian Hair Tie,1093,2
Gathering,Hylian Hair Tie,1093,2
Edge Lore,Blue Tunic,1093,1
PowerEater,Blue Tunic,1093,1
Mechanic,Blue Tunic,1093,1
Gathering,Blue Tunic,1093,3
Edge Lore,Hylian Bracers,1093,2
PowerEater,Hylian Bracers,1093,3
Mechanic,Hylian Bracers,1093,2
Gathering,Hylian Bracers,1093,1
Edge Lore,Hylian Belt,1093,2
PowerEater,Hylian Belt,1093,2
Mechanic,Hylian Belt,1093,3
Gathering,Hylian Belt,1093,2
Edge Lore,Hylian Footwear,1093,2
PowerEater,Hylian Footwear,1093,2
Mechanic,Hylian Footwear,1093,2
Gathering,Hylian Footwear,1093,2
Anti-Teostra,Kushala Snarl X,1093,3
Rapid Fire,Kushala Snarl X,1093,2
Ammo Saver,Kushala Snarl X,1093,2
Anti-Teostra,Kushala Vise X,1093,1
Rapid Fire,Kushala Vise X,1093,2
Ammo Saver,Kushala Vise X,1093,2
Anti-Teostra,Kushala Embrace X,1093,2
Rapid Fire,Kushala Embrace X,1093,2
Ammo Saver,Kushala Embrace X,1093,2
Anti-Teostra,Kushala Wind Wrap X,1093,2
Rapid Fire,Kushala Wind Wrap X,1093,2
Ammo Saver,Kushala Wind Wrap X,1093,2
Anti-Teostra,Kushala Shank X,1093,2
Rapid Fire,Kushala Shank X,1093,2
Ammo Saver,Kushala Shank X,1093,2
Reload Spd,Kushala Snarl GX,1094,5
Vault,Kushala Snarl GX,1094,2
Evasion,Kushala Snarl GX,1094,1
Reload Spd,Kushala Vise GX,1094,3
Vault,Kushala Vise GX,1094,1
Chain Crit,Kushala Vise GX,1094,4
Evasion,Kushala Vise GX,1094,1
Reload Spd,Kushala Embrace GX,1094,1
Vault,Kushala Embrace GX,1094,3
Chain Crit,Kushala Embrace GX,1094,3
Evasion,Kushala Embrace GX,1094,1
Reload Spd,Kushala Wind Wrap GX,1094,3
Vault,Kushala Wind Wrap GX,1094,4
Evasion,Kushala Wind Wrap GX,1094,1
Reload Spd,Kushala Shank GX,1094,3
Chain Crit,Kushala Shank GX,1094,3
Evasion,Kushala Shank GX,1094,1
HotBlooded,Kushala Snarl XR,1095,9
Poison,Kushala Snarl XR,1095,-2
HotBlooded,Kushala Vise XR,1095,5
Poison,Kushala Vise XR,1095,-2
Loading,Kushala Embrace XR,1095,6
Poison,Kushala Embrace XR,1095,-2
Loading,Kushala Wind Wrap XR,1095,6
Poison,Kushala Wind Wrap XR,1095,-2
HotBlooded,Kushala Shank XR,1095,5
Loading,Kushala Shank XR,1095,3
Poison,Kushala Shank XR,1095,-2
Anti-Kushala,Grand Cham Hat,1096,3
Hearing,Grand Cham Hat,1096,2
Status,Grand Cham Hat,1096,2
Anti-Kushala,Grand Cham Camise,1096,1
Hearing,Grand Cham Camise,1096,2
Status,Grand Cham Camise,1096,2
Anti-Kushala,Grand Cham Sleeves,1096,2
Hearing,Grand Cham Sleeves,1096,2
Status,Grand Cham Sleeves,1096,2
Anti-Kushala,Grand Cham Coat,1096,1
Hearing,Grand Cham Coat,1096,1
Status,Grand Cham Coat,1096,2
Anti-Kushala,Grand Cham Trousers,1096,3
Hearing,Grand Cham Trousers,1096,3
Status,Grand Cham Trousers,1096,2
Hearing,Cham Hat GX,1097,3
Mycology,Cham Hat GX,1097,3
Maestro,Cham Hat GX,1097,2
Endurance,Cham Hat GX,1097,2
Hearing,Cham Camise GX,1097,3
Mycology,Cham Camise GX,1097,1
Maestro,Cham Camise GX,1097,2
Endurance,Cham Camise GX,1097,2
Hearing,Cham Sleeves GX,1097,3
Mycology,Cham Sleeves GX,1097,2
Maestro,Cham Sleeves GX,1097,2
Endurance,Cham Sleeves GX,1097,2
Hearing,Cham Coat GX,1097,3
Mycology,Cham Coat GX,1097,3
Maestro,Cham Coat GX,1097,2
Endurance,Cham Coat GX,1097,2
Hearing,Cham Trousers GX,1097,3
Mycology,Cham Trousers GX,1097,1
Maestro,Cham Trousers GX,1097,2
Endurance,Cham Trousers GX,1097,2
Spirit,Kaiser Mask X,1098,4
Stam Recov,Kaiser Mask X,1098,2
Anti-Chameleos,Kaiser Mask X,1098,2
Spirit,Kaiser Vest X,1098,2
Stam Recov,Kaiser Vest X,1098,2
Anti-Chameleos,Kaiser Vest X,1098,2
Spirit,Kaiser Guards X,1098,3
Stam Recov,Kaiser Guards X,1098,2
Anti-Chameleos,Kaiser Guards X,1098,2
Spirit,Kaiser Coat X,1098,3
Stam Recov,Kaiser Coat X,1098,2
Anti-Chameleos,Kaiser Coat X,1098,2
Spirit,Kaiser Leggings X,1098,3
Stam Recov,Kaiser Leggings X,1098,2
Anti-Chameleos,Kaiser Leggings X,1098,2
Expert,Kaiser Mask GX,1099,4
Evasion,Kaiser Mask GX,1099,3
Hearing,Kaiser Mask GX,1099,3
Expert,Kaiser Vest GX,1099,4
Evasion,Kaiser Vest GX,1099,2
Hearing,Kaiser Vest GX,1099,3
Expert,Kaiser Guards GX,1099,4
Evasion,Kaiser Guards GX,1099,3
Hearing,Kaiser Guards GX,1099,3
Expert,Kaiser Coat GX,1099,4
Evasion,Kaiser Coat GX,1099,2
Hearing,Kaiser Coat GX,1099,3
Expert,Kaiser Leggings GX,1099,4
Evasion,Kaiser Leggings GX,1099,3
Hearing,Kaiser Leggings GX,1099,3
Tenderizer,Silver Solcap Z,1100,3
Critical Up,Silver Solcap Z,1100,2
Spirit,Silver Solcap Z,1100,2
Tenderizer,Silver Solvest Z,1100,1
Critical Up,Silver Solvest Z,1100,3
Spirit,Silver Solvest Z,1100,2
Tenderizer,Silver Solguards Z,1100,1
Critical Up,Silver Solguards Z,1100,2
Spirit,Silver Solguards Z,1100,2
Tenderizer,Silver Solcoat Z,1100,2
Critical Up,Silver Solcoat Z,1100,1
Spirit,Silver Solcoat Z,1100,2
Tenderizer,Silver Solleggings Z,1100,3
Critical Up,Silver Solleggings Z,1100,2
Spirit,Silver Solleggings Z,1100,2
Carving,GX Silver Solcap,1101,3
Hoarding,GX Silver Solcap,1101,3
Sheathing,GX Silver Solcap,1101,2
Carving,GX Silver Solvest,1101,2
Hoarding,GX Silver Solvest,1101,1
Sheathing,GX Silver Solvest,1101,2
Carving,GX Silver Solguards,1101,3
Hoarding,GX Silver Solguards,1101,2
Sheathing,GX Silver Solguards,1101,2
Carving,GX Silver Solcoat,1101,4
Hoarding,GX Silver Solcoat,1101,2
Sheathing,GX Silver Solcoat,1101,2
Carving,GX Silver Solleggings,1101,3
Hoarding,GX Silver Solleggings,1101,2
Sheathing,GX Silver Solleggings,1101,2
Loading,Silver Solcap XR,1102,8
Loading,Silver Solvest XR,1102,5
Critical Up,Silver Solguards XR,1102,4
Critical Up,Silver Solcoat XR,1102,8
Loading,Silver Solleggings XR,1102,5
Critical Up,Silver Solleggings XR,1102,2
Prayer,Golden Lunecap Z,1103,3
Light Eater,Golden Lunecap Z,1103,2
Unscathed,Golden Lunecap Z,1103,2
Prayer,Golden Lunevest Z,1103,2
Lasting Pwr,Golden Lunevest Z,1103,3
Light Eater,Golden Lunevest Z,1103,2
Unscathed,Golden Lunevest Z,1103,1
Lasting Pwr,Golden Luneguards Z,1103,4
Light Eater,Golden Luneguards Z,1103,2
Unscathed,Golden Luneguards Z,1103,3
Prayer,Golden Lunecoat Z,1103,3
Light Eater,Golden Lunecoat Z,1103,2
Unscathed,Golden Lunecoat Z,1103,2
Prayer,Golden Luneleggings Z,1103,2
Lasting Pwr,Golden Luneleggings Z,1103,3
Light Eater,Golden Luneleggings Z,1103,2
Unscathed,Golden Luneleggings Z,1103,2
Fate,GX Golden Lunecap,1104,5
Hoarding,GX Golden Lunecap,1104,3
Lasting Pwr,GX Golden Lunecap,1104,2
Fate,GX Golden Lunevest,1104,3
Hoarding,GX Golden Lunevest,1104,1
Lasting Pwr,GX Golden Lunevest,1104,2
Fate,GX Golden Luneguards,1104,4
Hoarding,GX Golden Luneguards,1104,2
Lasting Pwr,GX Golden Luneguards,1104,2
Fate,GX Golden Lunecoat,1104,4
Hoarding,GX Golden Lunecoat,1104,2
Lasting Pwr,GX Golden Lunecoat,1104,2
Fate,GX Gold Luneleggings,1104,4
Hoarding,GX Gold Luneleggings,1104,2
Lasting Pwr,GX Gold Luneleggings,1104,2
Insight,Grand Crusher Mask,1105,3
FastCharge,Grand Crusher Mask,1105,4
Prudence,Grand Crusher Mask,1105,2
Sense,Grand Crusher Mask,1105,2
Insight,Grand Crusher Garb,1105,2
Prudence,Grand Crusher Garb,1105,1
Sense,Grand Crusher Garb,1105,2
Insight,Grand Crusher Braces,1105,1
FastCharge,Grand Crusher Braces,1105,5
Prudence,Grand Crusher Braces,1105,3
Sense,Grand Crusher Braces,1105,2
Insight,Grand Crusher Belt,1105,2
FastCharge,Grand Crusher Belt,1105,1
Prudence,Grand Crusher Belt,1105,2
Sense,Grand Crusher Belt,1105,2
Insight,Grand Mind Crusher Tabi,1105,2
Prudence,Grand Mind Crusher Tabi,1105,2
Sense,Grand Mind Crusher Tabi,1105,2
Dead Eye,Esurient Cap Z,1106,2
Normal Up,Esurient Cap Z,1106,2
Stalwart,Esurient Cap Z,1106,2
Dead Eye,Esurient Vest Z,1106,1
Normal Up,Esurient Vest Z,1106,2
Stalwart,Esurient Vest Z,1106,2
Dead Eye,Esurient Guards Z,1106,2
Normal Up,Esurient Guards Z,1106,2
Stalwart,Esurient Guards Z,1106,2
Dead Eye,Esurient Coat Z,1106,3
Normal Up,Esurient Coat Z,1106,2
Stalwart,Esurient Coat Z,1106,2
Dead Eye,Esurient Leggings Z,1106,2
Normal Up,Esurient Leggings Z,1106,2
Stalwart,Esurient Leggings Z,1106,2
Normal Up,Esurient Cap XR,1107,4
Normal Up,Esurient Vest XR,1107,4
Normal Up,Esurient Guards XR,1107,5
Normal Up,Esurient Coat XR,1107,5
Normal Up,Esurient Leggings XR,1107,5
Brawn,Brachydium Cap,1108,3
Spirit,Brachydium Cap,1108,3
Potential,Brachydium Cap,1108,1
Mounting,Brachydium Cap,1108,-2
Brawn,Brachydium Vest,1108,1
Spirit,Brachydium Vest,1108,2
Potential,Brachydium Vest,1108,3
Mounting,Brachydium Vest,1108,-2
Brawn,Brachydium Guards,1108,2
Spirit,Brachydium Guards,1108,3
Potential,Brachydium Guards,1108,4
Mounting,Brachydium Guards,1108,-2
Brawn,Brachydium Coat,1108,2
Spirit,Brachydium Coat,1108,4
Potential,Brachydium Coat,1108,3
Mounting,Brachydium Coat,1108,-2
Brawn,Brachydium Leggings,1108,2
Spirit,Brachydium Leggings,1108,3
Potential,Brachydium Leggings,1108,4
Mounting,Brachydium Leggings,1108,-2
Covert,Genesis Headpiece,1109,2
FastCharge,Genesis Headpiece,1109,2
Potential,Genesis Headpiece,1109,2
Covert,Genesis Torso,1109,1
FastCharge,Genesis Torso,1109,2
Potential,Genesis Torso,1109,2
Covert,Genesis Gauntlets,1109,2
FastCharge,Genesis Gauntlets,1109,2
Potential,Genesis Gauntlets,1109,2
Covert,Genesis Tassets,1109,3
FastCharge,Genesis Tassets,1109,2
Potential,Genesis Tassets,1109,2
Covert,Genesis Pants,1109,2
FastCharge,Genesis Pants,1109,2
Potential,Genesis Pants,1109,2
Covert,Glyph Crown,1110,2
FastCharge,Glyph Crown,1110,2
Potential,Glyph Crown,1110,2
Covert,Glyph Chest,1110,1
FastCharge,Glyph Chest,1110,2
Potential,Glyph Chest,1110,2
Covert,Glyph Gauntlets,1110,2
FastCharge,Glyph Gauntlets,1110,2
Potential,Glyph Gauntlets,1110,2
Covert,Glyph Tassets,1110,3
FastCharge,Glyph Tassets,1110,2
Potential,Glyph Tassets,1110,2
Covert,Glyph Hakama,1110,2
FastCharge,Glyph Hakama,1110,2
Potential,Glyph Hakama,1110,2
Covert,Genesis Headpiece GX,1111,2
Constitution,Genesis Headpiece GX,1111,2
Furor,Genesis Headpiece GX,1111,2
Covert,Genesis Torso GX,1111,1
Constitution,Genesis Torso GX,1111,2
Furor,Genesis Torso GX,1111,2
Covert,Genesis Gauntlets GX,1111,2
Constitution,Genesis Gauntlets GX,1111,2
Furor,Genesis Gauntlets GX,1111,1
Covert,Genesis Tassets GX,1111,3
Constitution,Genesis Tassets GX,1111,2
Furor,Genesis Tassets GX,1111,2
Covert,Genesis Pants GX,1111,2
Constitution,Genesis Pants GX,1111,2
Furor,Genesis Pants GX,1111,3
Covert,Glyph Crown GX,1112,2
Constitution,Glyph Crown GX,1112,2
Furor,Glyph Crown GX,1112,2
Covert,Glyph Chest GX,1112,1
Constitution,Glyph Chest GX,1112,2
Furor,Glyph Chest GX,1112,2
Covert,Glyph Gauntlets GX,1112,2
Constitution,Glyph Gauntlets GX,1112,2
Furor,Glyph Gauntlets GX,1112,1
Covert,Glyph Tassets GX,1112,3
Constitution,Glyph Tassets GX,1112,2
Furor,Glyph Tassets GX,1112,2
Covert,Glyph Hakama GX,1112,2
Constitution,Glyph Hakama GX,1112,2
Furor,Glyph Hakama GX,1112,3
Loading,Genesis Headpiece XR,1113,8
Constitution,Genesis Headpiece XR,1113,1
Loading,Genesis Torso XR,1113,2
Constitution,Genesis Torso XR,1113,1
Tenderizer,Genesis Torso XR,1113,5
Loading,Genesis Gauntlets XR,1113,3
Constitution,Genesis Gauntlets XR,1113,4
Tenderizer,Genesis Gauntlets XR,1113,3
Loading,Genesis Tassets XR,1113,2
Tenderizer,Genesis Tassets XR,1113,8
Tenderizer,Genesis Pants XR,1113,2
Constitution,Genesis Pants XR,1113,7
Loading,Glyph Crown XR,1114,8
Constitution,Glyph Crown XR,1114,1
Loading,Glyph Chest XR,1114,2
Constitution,Glyph Chest XR,1114,1
Tenderizer,Glyph Chest XR,1114,5
Loading,Glyph Gauntlets XR,1114,3
Constitution,Glyph Gauntlets XR,1114,4
Tenderizer,Glyph Gauntlets XR,1114,3
Loading,Glyph Tassets XR,1114,2
Tenderizer,Glyph Tassets XR,1114,8
Tenderizer,Glyph Hakama XR,1114,2
Constitution,Glyph Hakama XR,1114,7
Covert,Genesis Headpiece R,1115,2
FastCharge,Genesis Headpiece R,1115,2
Insight,Genesis Headpiece R,1115,2
Stamina,Genesis Headpiece R,1115,2
Covert,Genesis Torso R,1115,1
FastCharge,Genesis Torso R,1115,2
Insight,Genesis Torso R,1115,1
Stamina,Genesis Torso R,1115,2
Covert,Genesis Gauntlets R,1115,2
FastCharge,Genesis Gauntlets R,1115,2
Insight,Genesis Gauntlets R,1115,3
Stamina,Genesis Gauntlets R,1115,2
Covert,Genesis Tassets R,1115,3
FastCharge,Genesis Tassets R,1115,2
Insight,Genesis Tassets R,1115,2
Stamina,Genesis Tassets R,1115,2
Covert,Genesis Pants R,1115,2
FastCharge,Genesis Pants R,1115,2
Insight,Genesis Pants R,1115,2
Stamina,Genesis Pants R,1115,2
Covert,Glyph Crown R,1116,2
FastCharge,Glyph Crown R,1116,2
Insight,Glyph Crown R,1116,2
Stamina,Glyph Crown R,1116,2
Covert,Glyph Chest R,1116,1
FastCharge,Glyph Chest R,1116,2
Insight,Glyph Chest R,1116,1
Stamina,Glyph Chest R,1116,2
Covert,Glyph Gauntlets R,1116,2
FastCharge,Glyph Gauntlets R,1116,2
Insight,Glyph Gauntlets R,1116,3
Stamina,Glyph Gauntlets R,1116,2
Covert,Glyph Tassets R,1116,3
FastCharge,Glyph Tassets R,1116,2
Insight,Glyph Tassets R,1116,2
Stamina,Glyph Tassets R,1116,2
Covert,Glyph Hakama R,1116,2
FastCharge,Glyph Hakama R,1116,2
Insight,Glyph Hakama R,1116,2
Stamina,Glyph Hakama R,1116,2
Precision,Akantor Fangs X,1117,2
Hearing,Akantor Fangs X,1117,3
Pierce Up,Akantor Fangs X,1117,2
HotBlooded,Akantor Fangs X,1117,2
Precision,Akantor Plate X,1117,1
Hearing,Akantor Plate X,1117,3
Pierce Up,Akantor Plate X,1117,2
HotBlooded,Akantor Plate X,1117,2
Precision,Akantor Gauntlets X,1117,3
Hearing,Akantor Gauntlets X,1117,3
Pierce Up,Akantor Gauntlets X,1117,2
HotBlooded,Akantor Gauntlets X,1117,2
Precision,Akantor Sash X,1117,2
Hearing,Akantor Sash X,1117,3
Pierce Up,Akantor Sash X,1117,2
HotBlooded,Akantor Sash X,1117,2
Precision,Akantor Boots X,1117,2
Hearing,Akantor Boots X,1117,3
Pierce Up,Akantor Boots X,1117,2
HotBlooded,Akantor Boots X,1117,2
Loading,Akantor Fangs XR,1118,8
Hearing,Akantor Fangs XR,1118,1
Hearing,Akantor Plate XR,1118,5
Loading,Akantor Plate XR,1118,4
Pierce Up,Akantor Gauntlets XR,1118,5
Hearing,Akantor Gauntlets XR,1118,3
Loading,Akantor Gauntlets XR,1118,2
Hearing,Akantor Sash XR,1118,8
Pierce Up,Akantor Boots XR,1118,7
Pellet Up,Ukanlos Fangs X,1119,2
Attack,Ukanlos Fangs X,1119,4
Rec Level,Ukanlos Fangs X,1119,2
ColdBlooded,Ukanlos Fangs X,1119,1
Pellet Up,Ukanlos Plate X,1119,1
Attack,Ukanlos Plate X,1119,4
Rec Level,Ukanlos Plate X,1119,2
ColdBlooded,Ukanlos Plate X,1119,2
Pellet Up,Ukanlos Gauntlets X,1119,3
Attack,Ukanlos Gauntlets X,1119,4
Rec Level,Ukanlos Gauntlets X,1119,2
ColdBlooded,Ukanlos Gauntlets X,1119,3
Pellet Up,Ukanlos Sash X,1119,2
Attack,Ukanlos Sash X,1119,4
Rec Level,Ukanlos Sash X,1119,2
ColdBlooded,Ukanlos Sash X,1119,2
Pellet Up,Ukanlos Boots X,1119,2
Attack,Ukanlos Boots X,1119,4
Rec Level,Ukanlos Boots X,1119,2
ColdBlooded,Ukanlos Boots X,1119,2
Gloves Off,Grand Welkin Crown,1120,4
Evasion,Grand Welkin Crown,1120,3
Critical Up,Grand Welkin Crown,1120,1
Gloves Off,Grand Welkin Robe,1120,2
Evasion,Grand Welkin Robe,1120,2
Critical Up,Grand Welkin Robe,1120,2
Gloves Off,Grand Welkin Sleeves,1120,3
Evasion,Grand Welkin Sleeves,1120,3
Critical Up,Grand Welkin Sleeves,1120,2
Gloves Off,Grand Welkin Obi,1120,3
Evasion,Grand Welkin Obi,1120,3
Critical Up,Grand Welkin Obi,1120,3
Gloves Off,Grand Welkin Hakama,1120,3
Evasion,Grand Welkin Hakama,1120,4
Critical Up,Grand Welkin Hakama,1120,2
Evasion,Welkin Crown XR,1121,8
Gloves Off,Welkin Robe XR,1121,5
Gloves Off,Welkin Sleeves XR,1121,5
Evasion,Welkin Sleeves XR,1121,4
Gloves Off,Welkin Obi XR,1121,9
Gloves Off,Welkin Hakama XR,1121,2
Evasion,Welkin Hakama XR,1121,6
Furor,Grand Decayed Skull,1122,2
Crisis,Grand Decayed Skull,1122,2
Potential,Grand Decayed Skull,1122,2
Rec Speed,Grand Decayed Skull,1122,-3
Furor,Grand Decayed Sternum,1122,1
Crisis,Grand Decayed Sternum,1122,2
Potential,Grand Decayed Sternum,1122,2
Rec Speed,Grand Decayed Sternum,1122,-3
Furor,Grand Decayed Humerus,1122,3
Crisis,Grand Decayed Humerus,1122,2
Potential,Grand Decayed Humerus,1122,2
Rec Speed,Grand Decayed Humerus,1122,-3
Furor,Grand Decayed Hipbone,1122,2
Crisis,Grand Decayed Hipbone,1122,2
Potential,Grand Decayed Hipbone,1122,2
Rec Speed,Grand Decayed Hipbone,1122,-3
Furor,Grand Decayed Femur,1122,2
Crisis,Grand Decayed Femur,1122,2
Potential,Grand Decayed Femur,1122,2
Rec Speed,Grand Decayed Femur,1122,-3
Chance,Astral Mask X,1123,2
Insight,Astral Mask X,1123,3
Amplify,Astral Mask X,1123,2
Prolong SP,Astral Mask X,1123,2
Chance,Astral Vest X,1123,2
Insight,Astral Vest X,1123,1
Amplify,Astral Vest X,1123,2
Prolong SP,Astral Vest X,1123,2
Chance,Astral Guards X,1123,2
Insight,Astral Guards X,1123,2
Amplify,Astral Guards X,1123,2
Prolong SP,Astral Guards X,1123,2
Chance,Astral Coat X,1123,2
Insight,Astral Coat X,1123,2
Amplify,Astral Coat X,1123,2
Prolong SP,Astral Coat X,1123,2
Chance,Astral Feet X,1123,2
Insight,Astral Feet X,1123,2
Amplify,Astral Feet X,1123,2
Prolong SP,Astral Feet X,1123,2
Talisman Boost,Neset Hat,1124,2
Secret Arts,Neset Vest,1124,1
Talisman Boost,Neset Vest,1124,1
Secret Arts,Neset Brachia,1124,3
Talisman Boost,Neset Brachia,1124,2
Secret Arts,Neset Elytra,1124,3
Talisman Boost,Neset Elytra,1124,1
Secret Arts,Neset Feet,1124,3
Talisman Boost,Neset Feet,1124,2
Status Res,Dragonface,1125,3
Pierce Up,Dragonface,1125,1
Normal Up,Dragonface,1125,1
Status Res,Dragonskin,1125,1
Pierce Up,Dragonskin,1125,2
Normal Up,Dragonskin,1125,3
Status Res,Dragonfists,1125,2
Pierce Up,Dragonfists,1125,2
Status Res,Dragonsheath,1125,2
Pierce Up,Dragonsheath,1125,3
Normal Up,Dragonsheath,1125,3
Status Res,Dragonlegs,1125,2
Pierce Up,Dragonlegs,1125,2
Normal Up,Dragonlegs,1125,3
Elemental,Escadora Sagesse X,1126,2
Blight Res,Escadora Sagesse X,1126,3
Crit Element,Escadora Sagesse X,1126,2
Brutality,Escadora Sagesse X,1126,2
Elemental,Escadora Seele X,1126,2
Blight Res,Escadora Seele X,1126,1
Crit Element,Escadora Seele X,1126,2
Brutality,Escadora Seele X,1126,2
Elemental,Escadora Arma X,1126,2
Blight Res,Escadora Arma X,1126,2
Crit Element,Escadora Arma X,1126,2
Brutality,Escadora Arma X,1126,2
Elemental,Escadora Force X,1126,2
Blight Res,Escadora Force X,1126,2
Crit Element,Escadora Force X,1126,2
Brutality,Escadora Force X,1126,2
Elemental,Escadora Scala X,1126,2
Blight Res,Escadora Scala X,1126,2
Crit Element,Escadora Scala X,1126,2
Brutality,Escadora Scala X,1126,2
Elemental,Escadora Sagesse XR,1127,8
Blight Res,Escadora Sagesse XR,1127,1
Blight Res,Escadora Seele XR,1127,4
Crit Element,Escadora Seele XR,1127,3
Elemental,Escadora Arma XR,1127,5
Crit Element,Escadora Arma XR,1127,2
Blight Res,Escadora Force XR,1127,8
Crit Element,Escadora Force XR,1127,1
Blight Res,Escadora Scala XR,1127,1
Crit Element,Escadora Scala XR,1127,8
Fury,Fatalis Crimsonface,1128,3
Normal Up,Fatalis Crimsonface,1128,1
Stamina,Fatalis Crimsonface,1128,1
Defense,Fatalis Crimsonface,1128,-3
Fury,Fatalis Crimsonskin,1128,1
Normal Up,Fatalis Crimsonskin,1128,2
Stamina,Fatalis Crimsonskin,1128,3
Defense,Fatalis Crimsonskin,1128,-3
Fury,Fatalis Crimsonfists,1128,3
Normal Up,Fatalis Crimsonfists,1128,2
Defense,Fatalis Crimsonfists,1128,-3
Fury,Fatalis Crimsonscale,1128,1
Normal Up,Fatalis Crimsonscale,1128,3
Stamina,Fatalis Crimsonscale,1128,3
Defense,Fatalis Crimsonscale,1128,-3
Fury,Fatalis Crimsonlegs,1128,2
Normal Up,Fatalis Crimsonlegs,1128,2
Stamina,Fatalis Crimsonlegs,1128,3
Defense,Fatalis Crimsonlegs,1128,-3
SteadyHand,GX Fatalis Crimsonface,1129,3
Guts,GX Fatalis Crimsonface,1129,2
Elemental,GX Fatalis Crimsonface,1129,2
Constitution,GX Fatalis Crimsonface,1129,-3
SteadyHand,GX Fatalis Crimsonskin,1129,1
Guts,GX Fatalis Crimsonskin,1129,2
Elemental,GX Fatalis Crimsonskin,1129,3
Constitution,GX Fatalis Crimsonskin,1129,-1
SteadyHand,GX Fatalis Crimsonfists,1129,2
Guts,GX Fatalis Crimsonfists,1129,2
Constitution,GX Fatalis Crimsonfists,1129,-1
SteadyHand,GX Fatalis Crimsonscale,1129,2
Guts,GX Fatalis Crimsonscale,1129,3
Elemental,GX Fatalis Crimsonscale,1129,4
Constitution,GX Fatalis Crimsonscale,1129,-2
SteadyHand,GX Fatalis Crimsonlegs,1129,2
Guts,GX Fatalis Crimsonlegs,1129,1
Elemental,GX Fatalis Crimsonlegs,1129,1
Constitution,GX Fatalis Crimsonlegs,1129,-3
Haphazard,Fatalis Crimsonface XR,1130,6
Elemental,Fatalis Crimsonface XR,1130,3
Status,Fatalis Crimsonface XR,1130,-1
Haphazard,Fatalis Crimsonskin XR,1130,2
Elemental,Fatalis Crimsonskin XR,1130,6
Status,Fatalis Crimsonskin XR,1130,-2
Guts,Fatalis Crimsonfists XR,1130,8
Elemental,Fatalis Crimsonfists XR,1130,2
Haphazard,Fatalis Crimsonscale XR,1130,6
Guts,Fatalis Crimsonscale XR,1130,3
Elemental,Fatalis Crimsonlegs XR,1130,8
Status,Fatalis Crimsonlegs XR,1130,-8
SteadyHand,Old Fatalis Face,1131,3
Expert,Old Fatalis Face,1131,4
Constitution,Old Fatalis Face,1131,2
Fate,Old Fatalis Face,1131,-3
SteadyHand,Old Fatalis Skin,1131,1
Expert,Old Fatalis Skin,1131,1
Constitution,Old Fatalis Skin,1131,4
Fate,Old Fatalis Skin,1131,-3
SteadyHand,Old Fatalis Fist,1131,2
Expert,Old Fatalis Fist,1131,3
Fate,Old Fatalis Fist,1131,-3
SteadyHand,Old Fatalis Scale,1131,2
Expert,Old Fatalis Scale,1131,4
Constitution,Old Fatalis Scale,1131,3
Fate,Old Fatalis Scale,1131,-3
SteadyHand,Old Fatalis Legs,1131,2
Expert,Old Fatalis Legs,1131,3
Constitution,Old Fatalis Legs,1131,3
Fate,Old Fatalis Legs,1131,-3
Prudence,GX Old Fatalis Face,1132,3
Expert,GX Old Fatalis Face,1132,4
Critical Up,GX Old Fatalis Face,1132,3
Fate,GX Old Fatalis Face,1132,-3
Prudence,GX Old Fatalis Skin,1132,1
Expert,GX Old Fatalis Skin,1132,4
Critical Up,GX Old Fatalis Skin,1132,2
Fate,GX Old Fatalis Skin,1132,-3
Prudence,GX Old Fatalis Fist,1132,2
Expert,GX Old Fatalis Fist,1132,2
Fate,GX Old Fatalis Fist,1132,-3
Prudence,GX Old Fatalis Scale,1132,2
